,Year,Race,Sex,Execution Method
1044,2006,Black,Male,Lethal Injection
1045,2006,Black,Male,Lethal Injection
1046,2006,Black,Male,Lethal Injection
1047,2006,White,Male,Lethal Injection
1048,2006,White,Male,Lethal Injection
1049,2006,White,Male,Lethal Injection
1050,2006,White,Male,Lethal Injection
1051,2006,White,Male,Lethal Injection
1052,2006,White,Male,Lethal Injection
1053,2006,Black,Male,Lethal Injection
1054,2006,Black,Male,Lethal Injection
1055,2006,White,Male,Lethal Injection
1056,2006,Latino,Male,Lethal Injection
1057,2007,Black,Male,Lethal Injection
1058,2007,Latino,Male,Lethal Injection
1059,2007,White,Male,Lethal Injection
1060,2007,White,Male,Lethal Injection
1061,2007,Black,Male,Lethal Injection
1062,2007,White,Male,Lethal Injection
1063,2007,White,Male,Lethal Injection
1064,2007,Latino,Male,Lethal Injection
1065,2007,Black,Male,Lethal Injection
1066,2007,Black,Male,Lethal Injection
1067,2007,Latino,Male,Lethal Injection
1068,2007,White,Male,Lethal Injection
1069,2007,White,Male,Lethal Injection
1070,2007,White,Male,Lethal Injection
1071,2007,White,Male,Lethal Injection
1072,2007,Black,Male,Lethal Injection
1073,2007,White,Male,Lethal Injection
1074,2007,White,Male,Lethal Injection
1075,2007,White,Male,Lethal Injection
1076,2007,White,Male,Lethal Injection
1077,2007,White,Male,Lethal Injection
1078,2007,White,Male,Lethal Injection
1079,2007,White,Male,Lethal Injection
1080,2007,Latino,Male,Lethal Injection
1081,2007,Latino,Male,Lethal Injection
1082,2007,Black,Male,Lethal Injection
1083,2007,White,Male,Lethal Injection
1084,2007,White,Male,Lethal Injection
1085,2007,Black,Male,Lethal Injection
1086,2007,White,Male,Lethal Injection
1087,2007,Black,Male,Lethal Injection
1088,2007,Black,Male,Lethal Injection
1089,2007,Black,Male,Lethal Injection
1090,2007,White,Male,Lethal Injection
1091,2007,Black,Male,Lethal Injection
1092,2007,Black,Male,Lethal Injection
1093,2007,Black,Male,Lethal Injection
1094,2007,Latino,Male,Lethal Injection
1095,2007,White,Male,Lethal Injection
1096,2007,White,Male,Electrocution
1097,2007,White,Male,Lethal Injection
1098,2007,Black,Male,Lethal Injection
1099,2008,White,Male,Lethal Injection
1100,2008,White,Male,Lethal Injection
1101,2008,Black,Male,Lethal Injection
1102,2008,Black,Male,Lethal Injection
1103,2008,White,Male,Lethal Injection
1104,2008,White,Male,Lethal Injection
1105,2008,White,Male,Lethal Injection
1106,2008,Black,Male,Electrocution
1107,2008,Black,Male,Lethal Injection
1108,2008,White,Male,Lethal Injection
1109,2008,Black,Male,Lethal Injection
1110,2008,Black,Male,Lethal Injection
1111,2008,White,Male,Lethal Injection
1112,2008,Black,Male,Lethal Injection
1113,2008,White,Male,Lethal Injection
1114,2008,Black,Male,Lethal Injection
1115,2008,Latino,Male,Lethal Injection
1116,2008,Latino,Male,Lethal Injection
1117,2008,Black,Male,Lethal Injection
1118,2008,Latino,Male,Lethal Injection
1119,2008,White,Male,Lethal Injection
1120,2008,White,Male,Lethal Injection
1121,2008,Black,Male,Lethal Injection
1122,2008,White,Male,Lethal Injection
1123,2008,White,Male,Lethal Injection
1124,2008,White,Male,Lethal Injection
1125,2008,Black,Male,Lethal Injection
1126,2008,White,Male,Lethal Injection
1127,2008,White,Male,Lethal Injection
1128,2008,White,Male,Lethal Injection
1129,2008,Black,Male,Lethal Injection
1130,2008,Black,Male,Lethal Injection
1131,2008,Black,Male,Lethal Injection
1132,2008,Black,Male,Lethal Injection
1133,2008,Black,Male,Lethal Injection
1134,2008,White,Male,Lethal Injection
1135,2008,Black,Male,Lethal Injection
1136,2009,Black,Male,Lethal Injection
1137,2009,White,Male,Lethal Injection
1138,2009,Black,Male,Lethal Injection
1139,2009,Black,Male,Lethal Injection
1140,2009,Black,Male,Lethal Injection
1141,2009,Latino,Male,Lethal Injection
1142,2009,Latino,Male,Lethal Injection
1143,2009,White,Male,Lethal Injection
1144,2009,Latino,Male,Lethal Injection
1145,2009,Black,Male,Lethal Injection
1146,2009,White,Male,Lethal Injection
1147,2009,White,Male,Lethal Injection
1148,2009,Black,Male,Lethal Injection
1149,2009,Black,Male,Lethal Injection
1150,2009,White,Male,Lethal Injection
1151,2009,Black,Male,Lethal Injection
1152,2009,Black,Male,Lethal Injection
1153,2009,Latino,Male,Lethal Injection
1154,2009,White,Male,Lethal Injection
1155,2009,Latino,Male,Lethal Injection
1156,2009,Latino,Male,Lethal Injection
1157,2009,Black,Male,Lethal Injection
1158,2009,White,Male,Lethal Injection
1159,2009,Black,Male,Lethal Injection
1160,2009,Black,Male,Lethal Injection
1161,2009,Black,Male,Lethal Injection
1162,2009,White,Male,Lethal Injection
1163,2009,Black,Male,Lethal Injection
1164,2009,White,Male,Lethal Injection
1165,2009,White,Male,Lethal Injection
1166,2009,White,Male,Lethal Injection
1167,2009,White,Male,Lethal Injection
1168,2009,White,Male,Lethal Injection
1169,2009,White,Male,Lethal Injection
1170,2009,Black,Male,Lethal Injection
1171,2009,White,Male,Lethal Injection
1172,2009,White,Male,Lethal Injection
1173,2009,White,Male,Lethal Injection
1174,2009,Black,Male,Lethal Injection
1175,2009,White,Male,Lethal Injection
1176,2009,White,Male,Lethal Injection
1177,2009,Black,Male,Lethal Injection
1178,2009,Black,Male,Lethal Injection
1179,2009,Latino,Male,Lethal Injection
1180,2009,Black,Male,Lethal Injection
1181,2009,White,Male,Electrocution
1182,2009,Black,Male,Lethal Injection
1183,2009,Black,Male,Lethal Injection
1184,2009,Black,Male,Lethal Injection
1185,2009,White,Male,Lethal Injection
1186,2009,White,Male,Lethal Injection
1187,2009,White,Male,Lethal Injection
1188,2010,Black,Male,Lethal Injection
1189,2010,Black,Male,Lethal Injection
1190,2010,White,Male,Lethal Injection
1191,2010,White,Male,Lethal Injection
1192,2010,Black,Male,Lethal Injection
1193,2010,Black,Male,Lethal Injection
1194,2010,White,Male,Lethal Injection
1195,2010,Latino,Male,Lethal Injection
1196,2010,White,Male,Lethal Injection
1197,2010,White,Male,Lethal Injection
1198,2010,White,Male,Electrocution
1199,2010,Black,Male,Lethal Injection
1200,2010,Black,Male,Lethal Injection
1201,2010,White,Male,Lethal Injection
1202,2010,Latino,Male,Lethal Injection
1203,2010,White,Male,Lethal Injection
1204,2010,White,Male,Lethal Injection
1205,2010,White,Male,Lethal Injection
1206,2010,Latino,Male,Lethal Injection
1207,2010,White,Male,Lethal Injection
1208,2010,White,Male,Lethal Injection
1209,2010,Black,Male,Lethal Injection
1210,2010,Latino,Male,Lethal Injection
1211,2010,White,Male,Lethal Injection
1212,2010,Black,Male,Lethal Injection
1213,2010,White,Male,Lethal Injection
1214,2010,White,Male,Lethal Injection
1215,2010,White,Male,Lethal Injection
1216,2010,White,Male,Firing Squad
1217,2010,White,Male,Lethal Injection
1218,2010,Black,Male,Lethal Injection
1219,2010,Black,Male,Lethal Injection
1220,2010,White,Male,Lethal Injection
1221,2010,Black,Male,Lethal Injection
1222,2010,White,Male,Lethal Injection
1223,2010,Latino,Male,Lethal Injection
1224,2010,Black,Male,Lethal Injection
1225,2010,White,Male,Lethal Injection
1226,2010,White,Female,Lethal Injection
1227,2010,White,Male,Lethal Injection
1228,2010,White,Male,Lethal Injection
1229,2010,White,Male,Lethal Injection
1230,2010,Black,Male,Lethal Injection
1231,2010,Native American,Male,Lethal Injection
1232,2010,White,Male,Lethal Injection
1233,2010,White,Male,Lethal Injection
1234,2011,Black,Male,Lethal Injection
1235,2011,White,Male,Lethal Injection
1236,2011,Black,Male,Lethal Injection
1237,2011,Black,Male,Lethal Injection
1238,2011,White,Male,Lethal Injection
1239,2011,White,Male,Lethal Injection
1240,2011,White,Male,Lethal Injection
1241,2011,Black,Male,Lethal Injection
1242,2011,Black,Male,Lethal Injection
1243,2011,Black,Male,Lethal Injection
1244,2011,White,Male,Lethal Injection
1245,2011,Black,Male,Lethal Injection
1246,2011,White,Male,Lethal Injection
1247,2011,White,Male,Lethal Injection
1248,2011,White,Male,Lethal Injection
1249,2011,White,Male,Lethal Injection
1250,2011,Black,Male,Lethal Injection
1251,2011,White,Male,Lethal Injection
1252,2011,White,Male,Lethal Injection
1253,2011,Black,Male,Lethal Injection
1254,2011,White,Male,Lethal Injection
1255,2011,Black,Male,Lethal Injection
1256,2011,Black,Male,Lethal Injection
1257,2011,White,Male,Lethal Injection
1258,2011,White,Male,Lethal Injection
1259,2011,Latino,Male,Lethal Injection
1260,2011,White,Male,Lethal Injection
1261,2011,White,Male,Lethal Injection
1262,2011,White,Male,Lethal Injection
1263,2011,White,Male,Lethal Injection
1264,2011,Latino,Male,Lethal Injection
1265,2011,Black,Male,Lethal Injection
1266,2011,White,Male,Lethal Injection
1267,2011,White,Male,Lethal Injection
1268,2011,Black,Male,Lethal Injection
1269,2011,Black,Male,Lethal Injection
1270,2011,Latino,Male,Lethal Injection
1271,2011,White,Male,Lethal Injection
1272,2011,Latino,Male,Lethal Injection
1273,2011,Black,Male,Lethal Injection
1274,2011,White,Male,Lethal Injection
1275,2011,Latino,Male,Lethal Injection
1276,2011,White,Male,Lethal Injection
1277,2012,White,Male,Lethal Injection
1278,2012,Latino,Male,Lethal Injection
1279,2012,White,Male,Lethal Injection
1280,2012,White,Male,Lethal Injection
1281,2012,White,Male,Lethal Injection
1282,2012,Latino,Male,Lethal Injection
1283,2012,White,Male,Lethal Injection
1284,2012,White,Male,Lethal Injection
1285,2012,White,Male,Lethal Injection
1286,2012,White,Male,Lethal Injection
1287,2012,Black,Male,Lethal Injection
1288,2012,Latino,Male,Lethal Injection
1289,2012,White,Male,Lethal Injection
1290,2012,White,Male,Lethal Injection
1291,2012,Black,Male,Lethal Injection
1292,2012,White,Male,Lethal Injection
1293,2012,Black,Male,Lethal Injection
1294,2012,White,Male,Lethal Injection
1295,2012,Black,Male,Lethal Injection
1296,2012,White,Male,Lethal Injection
1297,2012,White,Male,Lethal Injection
1298,2012,White,Male,Lethal Injection
1299,2012,Latino,Male,Lethal Injection
1300,2012,Black,Male,Lethal Injection
1301,2012,Black,Male,Lethal Injection
1302,2012,White,Male,Lethal Injection
1303,2012,White,Male,Lethal Injection
1304,2012,White,Male,Lethal Injection
1305,2012,Black,Male,Lethal Injection
1306,2012,White,Male,Lethal Injection
1307,2012,Black,Male,Lethal Injection
1308,2012,White,Male,Lethal Injection
1309,2012,White,Male,Lethal Injection
1310,2012,White,Male,Lethal Injection
1311,2012,White,Male,Lethal Injection
1312,2012,Black,Male,Lethal Injection
1313,2012,Black,Male,Lethal Injection
1314,2012,White,Male,Lethal Injection
1315,2012,Latino,Male,Lethal Injection
1316,2012,Black,Male,Lethal Injection
1317,2012,Latino,Male,Lethal Injection
1318,2012,White,Male,Lethal Injection
1319,2012,Latino,Male,Lethal Injection
1320,2013,White,Male,Electrocution
1321,2013,Black,Male,Lethal Injection
1322,2013,White,Male,Lethal Injection
1323,2013,White,Male,Lethal Injection
1324,2013,White,Male,Lethal Injection
1325,2013,Black,Male,Lethal Injection
1326,2013,White,Male,Lethal Injection
1327,2013,Black,Male,Lethal Injection
1328,2013,White,Male,Lethal Injection
1329,2013,White,Male,Lethal Injection
1330,2013,Black,Male,Lethal Injection
1331,2013,Black,Male,Lethal Injection
1332,2013,White,Male,Lethal Injection
1333,2013,Black,Male,Lethal Injection
1334,2013,White,Male,Lethal Injection
1335,2013,White,Male,Lethal Injection
1336,2013,Black,Male,Lethal Injection
1337,2013,Black,Female,Lethal Injection
1338,2013,Latino,Male,Lethal Injection
1339,2013,Black,Male,Lethal Injection
1340,2013,White,Male,Lethal Injection
1341,2013,White,Male,Lethal Injection
1342,2013,Black,Male,Lethal Injection
1343,2013,Black,Male,Lethal Injection
1344,2013,Latino,Male,Lethal Injection
1345,2013,White,Male,Lethal Injection
1346,2013,Latino,Male,Lethal Injection
1347,2013,White,Male,Lethal Injection
1348,2013,White,Male,Lethal Injection
1349,2013,White,Male,Lethal Injection
1350,2013,White,Male,Lethal Injection
1351,2013,White,Male,Lethal Injection
1352,2013,Black,Male,Lethal Injection
1353,2013,White,Male,Lethal Injection
1354,2013,White,Male,Lethal Injection
1355,2013,White,Male,Lethal Injection
1356,2013,Black,Male,Lethal Injection
1357,2013,White,Male,Lethal Injection
1358,2013,White,Male,Lethal Injection
1359,2014,Black,Male,Lethal Injection
1360,2014,Black,Male,Lethal Injection
1361,2014,White,Male,Lethal Injection
1362,2014,Latino,Male,Lethal Injection
1363,2014,White,Male,Lethal Injection
1364,2014,Black,Male,Lethal Injection
1365,2014,White,Female,Lethal Injection
1366,2014,Latino,Male,Lethal Injection
1367,2014,Black,Male,Lethal Injection
1368,2014,Black,Male,Lethal Injection
1369,2014,Black,Male,Lethal Injection
1370,2014,Black,Male,Lethal Injection
1371,2014,White,Male,Lethal Injection
1372,2014,Black,Male,Lethal Injection
1373,2014,White,Male,Lethal Injection
1374,2014,Latino,Male,Lethal Injection
1375,2014,Latino,Male,Lethal Injection
1376,2014,White,Male,Lethal Injection
1377,2014,White,Male,Lethal Injection
1378,2014,Black,Male,Lethal Injection
1379,2014,Black,Male,Lethal Injection
1380,2014,Black,Male,Lethal Injection
1381,2014,Black,Male,Lethal Injection
1382,2014,White,Male,Lethal Injection
1383,2014,White,Male,Lethal Injection
1384,2014,White,Male,Lethal Injection
1385,2014,White,Male,Lethal Injection
1386,2014,Black,Male,Lethal Injection
1387,2014,Black,Male,Lethal Injection
1388,2014,Black,Female,Lethal Injection
1389,2014,Latino,Male,Lethal Injection
1390,2014,Black,Male,Lethal Injection
1391,2014,Black,Male,Lethal Injection
1392,2014,Black,Male,Lethal Injection
1393,2014,White,Male,Lethal Injection
1394,2015,White,Male,Lethal Injection
1395,2015,White,Male,Lethal Injection
1396,2015,Black,Male,Lethal Injection
1397,2015,Latino,Male,Lethal Injection
1398,2015,Black,Male,Lethal Injection
1399,2015,Black,Male,Lethal Injection
1400,2015,White,Male,Lethal Injection
1401,2015,White,Male,Lethal Injection
1402,2015,Latino,Male,Lethal Injection
1403,2015,White,Male,Lethal Injection
1404,2015,White,Male,Lethal Injection
1405,2015,Black,Male,Lethal Injection
1406,2015,Latino,Male,Lethal Injection
1407,2015,Black,Male,Lethal Injection
1408,2015,White,Male,Lethal Injection
1409,2015,Black,Male,Lethal Injection
1410,2015,Black,Male,Lethal Injection
1411,2015,White,Male,Lethal Injection
1412,2015,Latino,Male,Lethal Injection
1413,2015,Black,Male,Lethal Injection
1414,2015,White,Female,Lethal Injection
1415,2015,Latino,Male,Lethal Injection
1416,2015,Latino,Male,Lethal Injection
1417,2015,Latino,Male,Lethal Injection
1418,2015,White,Male,Lethal Injection
1419,2015,Black,Male,Lethal Injection
1420,2015,White,Male,Lethal Injection
1421,2015,Black,Male,Lethal Injection
1422,2016,White,Male,Lethal Injection
1423,2016,White,Male,Lethal Injection
1424,2016,White,Male,Lethal Injection
1425,2016,White,Male,Lethal Injection
1426,2016,Black,Male,Lethal Injection
1427,2016,Latino,Male,Lethal Injection
1428,2016,White,Male,Lethal Injection
1429,2016,White,Male,Lethal Injection
1430,2016,White,Male,Lethal Injection
1431,2016,White,Male,Lethal Injection
1432,2016,Latino,Male,Lethal Injection
1433,2016,Black,Male,Lethal Injection
1434,2016,White,Male,Lethal Injection
1435,2016,White,Male,Lethal Injection
1436,2016,White,Male,Lethal Injection
1437,2016,White,Male,Lethal Injection
1438,2016,White,Male,Lethal Injection
1439,2016,White,Male,Lethal Injection
1440,2016,White,Male,Lethal Injection
1441,2016,White,Male,Lethal Injection
1442,2017,White,Male,Lethal Injection
1443,2017,Black,Male,Lethal Injection
1444,2017,Black,Male,Lethal Injection
1445,2017,White,Male,Lethal Injection
1446,2017,Latino,Male,Lethal Injection
1447,2017,White,Male,Lethal Injection
1448,2017,Black,Male,Lethal Injection
1449,2017,White,Male,Lethal Injection
1450,2017,Black,Male,Lethal Injection
1451,2017,Black,Male,Lethal Injection
1452,2017,White,Male,Lethal Injection
1453,2017,White,Male,Lethal Injection
1454,2017,Black,Male,Lethal Injection
1455,2017,White,Male,Lethal Injection
1456,2017,White,Male,Lethal Injection
1457,2017,Black,Male,Lethal Injection
1458,2017,White,Male,Lethal Injection
1459,2017,White,Male,Lethal Injection
1460,2017,White,Male,Lethal Injection
1461,2017,White,Male,Lethal Injection
1462,2017,Black,Male,Lethal Injection
1463,2017,White,Male,Lethal Injection
1464,2017,Latino,Male,Lethal Injection
1465,2018,White,Male,Lethal Injection
1466,2018,Black,Male,Lethal Injection
1467,2018,White,Male,Lethal Injection
1468,2018,White,Male,Lethal Injection
1469,2018,White,Male,Lethal Injection
1470,2018,Black,Male,Lethal Injection
1471,2018,Latino,Male,Lethal Injection
1472,2018,White,Male,Lethal Injection
1473,2018,Black,Male,Lethal Injection
1474,2018,Black,Male,Lethal Injection
1475,2018,Latino,Male,Lethal Injection
1476,2018,White,Male,Lethal Injection
1477,2018,Black,Male,Lethal Injection
1478,2018,White,Male,Lethal Injection
1479,2018,White,Male,Lethal Injection
1480,2018,White,Male,Lethal Injection
1481,2018,White,Male,Lethal Injection
1482,2018,White,Male,Lethal Injection
1483,2018,White,Male,Lethal Injection
1484,2018,White,Male,Electrocution
1485,2018,Latino,Male,Lethal Injection
1486,2018,Latino,Male,Lethal Injection
1487,2018,White,Male,Electrocution
1488,2018,Black,Male,Lethal Injection
1489,2018,Latino,Male,Lethal Injection
1490,2019,Black,Male,Lethal Injection
1491,2019,Black,Male,Lethal Injection
1492,2019,White,Male,Lethal Injection
1493,2019,White,Male,Lethal Injection
1494,2019,Black,Male,Lethal Injection
1495,2019,White,Male,Lethal Injection
1496,2019,White,Male,Lethal Injection
1497,2019,White,Male,Lethal Injection
1498,2019,White,Male,Lethal Injection
1499,2019,Black,Male,Lethal Injection
1500,2019,White,Male,Electrocution
1501,2019,White,Male,Lethal Injection
1502,2019,White,Male,Lethal Injection
1503,2019,White,Male,Lethal Injection
1504,2019,Latino,Male,Lethal Injection
1505,2019,Black,Male,Lethal Injection
