,Race,Execution Method,State,Sex,Year,Month,Day,Crimes Committed
2638,2,2,12,1,1943,1,18,1
2639,1,2,12,1,1943,3,1,1
2640,2,2,12,1,1943,10,4,10
2641,2,2,12,1,1943,10,25,2
2642,2,2,12,1,1943,10,25,1
2644,1,2,12,1,1943,11,22,10
2645,2,2,12,1,1944,6,26,2
2646,1,2,12,1,1944,8,19,1
2647,1,2,12,1,1944,8,19,1
2648,2,2,12,1,1944,10,9,2
2649,2,2,12,1,1944,10,9,2
2651,2,2,12,1,1944,12,28,1
2652,2,2,12,1,1945,1,15,2
2654,2,2,12,1,1945,7,25,2
2655,2,2,12,1,1945,10,29,1
2656,2,2,12,1,1945,10,29,2
2657,1,2,12,1,1946,1,14,1
2658,2,2,12,1,1946,1,14,1
2659,2,2,12,1,1946,1,14,2
2660,2,2,12,1,1946,4,22,1
2661,2,2,12,1,1946,9,30,2
2662,1,2,12,1,1947,3,17,1
2663,2,2,12,1,1947,4,21,2
2664,2,2,12,1,1947,6,16,1
2665,2,2,12,1,1947,8,4,2
2666,2,2,12,1,1947,8,4,2
2667,2,2,12,1,1947,8,4,2
2668,2,2,12,1,1948,1,5,2
2669,1,2,12,1,1948,6,14,1
2670,2,2,12,1,1948,8,23,1
2671,2,2,12,1,1948,9,6,2
2672,2,2,12,1,1948,9,6,1
2673,2,2,12,1,1948,9,15,1
2674,2,2,12,1,1948,10,5,2
2675,2,2,12,1,1948,10,25,10
2676,2,2,12,1,1949,1,24,27
2677,2,2,12,1,1949,2,7,11
2678,1,2,12,1,1949,4,4,11
2679,1,2,12,1,1949,8,8,1
2680,1,2,12,1,1950,6,5,1
2681,2,2,12,1,1951,1,8,10
2682,2,2,12,1,1951,1,8,10
2683,2,2,12,1,1951,1,8,10
2684,1,2,12,1,1951,2,21,1
2685,2,2,12,1,1951,6,4,11
2686,2,2,12,1,1951,6,4,10
2687,2,2,12,1,1951,8,6,1
2688,2,2,12,1,1951,8,6,1
2689,2,2,12,1,1952,4,7,1
2690,2,2,12,1,1952,4,21,2
2691,1,2,12,1,1952,9,8,1
2692,1,2,12,1,1952,6,30,10
2694,2,2,12,1,1953,9,7,1
2695,2,2,12,1,1954,9,28,1
2696,1,2,12,1,1954,9,28,1
2697,2,2,12,1,1954,10,4,10
2699,1,2,12,1,1954,10,4,1
2700,2,2,12,1,1954,11,8,2
2701,2,2,12,1,1954,11,8,1
2702,1,2,12,1,1955,4,18,1
2703,2,2,12,1,1955,8,29,1
2704,1,2,12,1,1955,10,31,10
2705,1,2,12,1,1955,12,12,1
2706,2,2,12,1,1956,2,20,1
2707,2,2,12,1,1956,2,20,1
2708,2,2,12,1,1956,2,20,1
2709,2,2,12,1,1956,4,28,2
2710,1,2,12,1,1956,8,20,1
2711,2,2,12,1,1956,10,1,2
2712,2,2,12,1,1956,10,1,2
2713,1,2,12,1,1957,1,21,10
2714,1,2,12,1,1957,7,15,1
2715,2,2,12,1,1957,9,30,1
2716,2,2,12,1,1958,5,26,1
2717,1,2,12,1,1958,6,13,11
2718,1,2,12,1,1958,9,29,10
2719,2,2,12,1,1959,1,12,2
2720,2,2,12,1,1959,1,19,2
2721,1,2,12,1,1959,2,2,1
2722,2,2,12,1,1959,6,1,11
2723,2,2,12,1,1959,6,1,11
2724,1,2,12,1,1959,6,1,1
2725,2,2,12,1,1959,8,28,1
2726,2,2,12,1,1959,8,28,2
2727,2,2,12,1,1959,11,13,2
2728,2,2,12,1,1959,11,13,2
2729,2,2,12,1,1960,2,1,2
2730,2,2,12,1,1960,6,20,10
2732,1,2,12,1,1961,8,7,1
2733,2,2,12,1,1962,5,12,1
2734,2,2,12,1,1962,5,12,10
2736,1,2,12,1,1962,9,24,1
2738,1,2,12,1,1963,7,18,1
2739,1,2,12,1,1964,5,12,10
2740,2,2,12,1,1964,5,12,1
2767,1,1,13,2,1735,1,19,1
2768,1,1,13,1,1735,1,20,1
2769,1,1,13,1,1739,8,3,1
2770,1,1,13,1,1739,8,3,1
2771,1,1,13,1,1764,7,11,5
2772,1,1,13,1,1767,1,9,5
2773,1,1,13,1,1767,7,31,5
2774,1,1,13,1,1769,1,11,1
2775,2,10,13,1,1774,9,20,16
2776,1,1,13,1,1779,9,6,5
2777,1,1,13,1,1784,10,18,15
2778,1,1,13,1,1787,4,2,1
2780,1,1,13,1,1787,10,27,39
2781,1,1,13,1,1787,10,27,39
2784,1,1,13,1,1799,4,27,1
2785,1,1,13,1,1802,5,20,43
2787,1,1,13,2,1806,5,30,6
2789,1,1,13,1,1806,8,25,5
2793,1,1,13,1,1816,9,29,39
2794,1,1,13,1,1817,9,25,4
2798,2,1,13,1,1819,5,17,8
2799,1,1,13,1,1819,6,18,1
2800,2,1,13,1,1819,7,26,40
2801,1,1,13,1,1820,4,28,12
2804,2,1,13,1,1821,11,3,1
2805,1,1,13,1,1823,5,16,1
2806,1,1,13,1,1825,11,18,1
2807,1,1,13,1,1826,7,7,1
2811,1,1,13,1,1827,8,12,1
2812,1,1,13,1,1828,4,11,1
2813,1,1,13,1,1829,4,10,1
2814,2,1,13,1,1829,7,24,1
2815,2,1,13,1,1829,7,24,1
2816,2,1,13,1,1829,10,12,16
2817,2,1,13,2,1829,12,4,16
2818,1,1,13,1,1830,4,23,1
2819,2,1,13,2,1830,6,6,16
2820,3,1,13,1,1830,12,24,1
2823,3,1,13,1,1834,11,21,1
2826,2,1,13,1,1837,7,28,1
2827,1,1,13,1,1839,4,12,1
2829,2,1,13,1,1840,6,6,1
2836,2,1,13,2,1845,5,10,1
2838,1,1,13,1,1847,7,30,1
2841,2,1,13,1,1848,8,27,1
2843,1,1,13,1,1849,9,7,1
2849,2,1,13,1,1856,8,22,1
2850,2,1,13,1,1857,7,10,1
2851,1,1,13,1,1858,6,18,1
2852,1,1,13,1,1858,7,2,1
2853,2,1,13,1,1858,11,3,22
2854,1,1,13,1,1858,12,17,1
2855,1,1,13,1,1858,12,17,1
2856,1,1,13,1,1859,4,15,1
2857,1,1,13,1,1859,7,8,1
2858,2,1,13,1,1859,9,9,1
2860,1,1,13,1,1861,3,15,1
2861,1,1,13,1,1862,6,7,18
2863,1,1,13,1,1862,6,18,18
2864,1,1,13,1,1862,6,18,18
2865,1,1,13,1,1862,6,18,18
2867,1,1,13,1,1862,6,18,18
2868,1,1,13,1,1862,6,18,18
2870,2,1,13,1,1866,1,12,1
2871,2,1,13,1,1866,3,23,1
2873,2,1,13,1,1866,6,22,1
2874,2,1,13,1,1867,4,18,1
2875,2,1,13,1,1867,4,18,1
2879,2,1,13,1,1870,7,29,1
2880,2,1,13,1,1870,11,25,1
2887,2,1,13,1,1872,11,29,10
2891,1,1,13,1,1873,4,11,1
2893,1,1,13,2,1873,5,2,1
2894,1,1,13,1,1873,6,13,1
2897,2,1,13,1,1874,4,17,1
2898,2,1,13,1,1874,4,17,10
2899,2,1,13,1,1874,4,17,10
2900,2,1,13,1,1874,4,17,10
2901,2,1,13,2,1874,5,1,1
2902,2,1,13,1,1875,2,19,1
2903,2,1,13,1,1875,5,14,1
2904,2,1,13,1,1875,5,14,1
2905,2,1,13,1,1875,6,4,1
2906,2,1,13,1,1875,6,25,1
2907,2,1,13,1,1875,10,8,2
2908,2,1,13,1,1875,12,17,1
2909,2,1,13,1,1876,4,29,1
2910,2,1,13,1,1876,5,15,1
2911,2,1,13,1,1876,5,15,1
2912,2,1,13,1,1876,7,14,16
2914,1,1,13,1,1877,4,27,1
2915,1,1,13,1,1877,5,4,1
2916,2,1,13,1,1877,5,18,19
2917,1,1,13,1,1877,6,15,1
2918,1,1,13,1,1877,6,22,1
2919,2,1,13,1,1877,7,6,1
2920,1,1,13,1,1878,3,15,1
2921,2,1,13,1,1878,6,26,1
2922,2,1,13,1,1878,7,5,1
2923,1,1,13,1,1878,7,12,1
2924,2,1,13,1,1878,11,2,1
2927,2,1,13,1,1879,5,9,1
2928,2,1,13,1,1879,5,9,1
2929,2,1,13,1,1879,5,16,1
2930,1,1,13,1,1879,5,23,1
2931,2,1,13,1,1879,11,14,1
2932,2,1,13,1,1879,12,19,1
2933,2,1,13,1,1880,3,12,22
2935,2,1,13,1,1881,1,28,1
2936,2,1,13,1,1881,2,18,1
2937,2,1,13,1,1881,3,4,2
2939,2,1,13,1,1881,10,14,1
2940,2,1,13,1,1881,11,18,2
2941,2,1,13,1,1881,11,25,1
2942,2,1,13,1,1882,1,16,1
2943,2,1,13,1,1882,1,20,10
2944,1,1,13,1,1882,6,2,1
2945,1,1,13,1,1882,6,3,1
2946,2,1,13,1,1882,10,20,1
2947,2,1,13,1,1882,10,20,1
2948,2,1,13,1,1882,10,20,1
2949,2,1,13,2,1882,10,20,1
2950,2,1,13,1,1882,10,20,1
2951,2,1,13,1,1882,12,8,1
2952,2,1,13,1,1883,3,23,1
2953,2,1,13,1,1883,3,23,1
2954,1,1,13,1,1883,5,4,10
2955,2,1,13,1,1883,5,18,1
2956,1,1,13,1,1883,5,18,1
2957,2,1,13,1,1883,6,1,1
2958,2,1,13,1,1883,6,1,1
2959,1,1,13,1,1883,6,8,1
2960,2,1,13,1,1883,6,29,1
2961,2,1,13,1,1883,9,28,1
2962,2,1,13,1,1883,10,19,11
2963,2,1,13,2,1883,10,19,1
2964,2,1,13,1,1883,11,30,1
2965,2,1,13,1,1884,1,4,1
2966,1,1,13,1,1884,3,7,1
2967,2,1,13,1,1884,4,18,1
2968,2,1,13,1,1884,4,25,1
2969,2,1,13,1,1884,5,23,1
2970,2,1,13,1,1884,5,23,2
2972,2,1,13,1,1884,8,25,2
2974,1,1,13,1,1884,12,12,1
2975,2,1,13,1,1885,6,19,1
2976,2,1,13,1,1885,6,26,1
2977,2,1,13,1,1885,10,17,1
2978,2,1,13,1,1886,7,16,10
2979,1,1,13,1,1886,8,7,1
2980,2,1,13,1,1886,9,17,1
2981,1,1,13,1,1886,9,24,11
2982,1,1,13,1,1886,10,15,1
2984,2,1,13,1,1887,6,17,1
2986,2,1,13,1,1887,6,17,1
2987,2,1,13,1,1887,10,14,1
2988,1,1,13,1,1887,11,19,1
2989,2,1,13,1,1888,2,23,1
2990,2,1,13,1,1888,5,11,1
2992,2,1,13,1,1889,1,25,1
2993,2,1,13,1,1889,1,25,1
2994,2,1,13,1,1889,6,14,1
2995,2,1,13,1,1889,6,19,1
2996,2,1,13,1,1889,11,8,1
2997,1,1,13,1,1889,11,8,1
2998,2,1,13,1,1890,4,3,1
2999,2,1,13,1,1890,4,3,1
3000,2,1,13,1,1890,5,9,23
3001,1,1,13,1,1890,10,29,1
3002,2,1,13,1,1890,12,19,1
3003,2,1,13,1,1891,5,15,1
3004,2,1,13,1,1891,5,28,1
3005,2,1,13,1,1891,6,20,1
3008,1,1,13,1,1891,7,24,1
3009,2,1,13,1,1891,9,4,1
3010,2,1,13,1,1891,9,18,1
3011,2,1,13,1,1891,10,16,1
3012,2,1,13,1,1891,10,16,1
3013,2,1,13,1,1891,11,6,2
3014,2,1,13,1,1891,11,6,1
3015,2,1,13,1,1892,1,8,1
3016,2,1,13,1,1892,1,8,21
3017,2,1,13,1,1892,1,8,1
3018,2,1,13,1,1892,1,8,21
3019,2,1,13,1,1892,1,22,1
3020,2,1,13,1,1892,2,19,1
3021,2,1,13,1,1892,4,1,1
3022,2,1,13,1,1892,5,13,1
3023,2,1,13,1,1892,5,13,1
3025,2,1,13,1,1892,7,15,1
3026,2,1,13,1,1892,7,22,1
3027,2,1,13,1,1892,10,6,1
3028,2,1,13,1,1892,11,29,1
3029,2,1,13,1,1893,3,31,1
3030,2,1,13,1,1893,5,5,1
3031,2,1,13,1,1893,5,26,1
3032,2,1,13,1,1893,6,30,1
3033,2,1,13,1,1893,7,28,1
3034,2,1,13,1,1893,9,28,1
3035,2,1,13,1,1893,9,28,1
3036,2,1,13,1,1893,9,28,1
3037,2,1,13,1,1893,9,28,1
3038,2,1,13,1,1893,9,28,1
3039,1,1,13,1,1893,10,20,1
3040,2,1,13,1,1893,10,27,1
3041,2,1,13,1,1893,11,17,1
3042,2,1,13,1,1893,11,24,1
3043,2,1,13,1,1893,12,1,1
3044,2,1,13,1,1894,1,26,1
3045,2,1,13,1,1894,3,1,1
3046,2,1,13,1,1894,5,25,10
3047,2,1,13,1,1894,6,15,1
3048,2,1,13,1,1894,12,14,1
3050,2,1,13,1,1895,2,8,1
3051,2,1,13,1,1895,3,1,10
3052,2,1,13,1,1895,3,16,1
3053,2,1,13,1,1895,5,3,1
3054,2,1,13,1,1895,5,31,1
3055,2,1,13,2,1895,11,22,1
3056,2,1,13,2,1895,11,22,1
3057,1,1,13,1,1896,9,4,1
3058,2,1,13,1,1897,1,22,1
3060,2,1,13,1,1897,5,21,1
3061,1,1,13,1,1897,6,4,1
3062,1,1,13,1,1897,6,18,1
3063,2,1,13,1,1897,6,25,1
3064,1,1,13,1,1897,9,8,1
3065,2,1,13,1,1897,12,10,1
3066,2,1,13,1,1897,12,10,1
3067,1,1,13,1,1897,12,17,10
3068,1,1,13,1,1897,12,17,10
3069,2,1,13,1,1898,1,7,1
3070,2,1,13,1,1898,1,7,1
3071,2,1,13,1,1898,4,8,1
3072,2,1,13,1,1898,12,16,1
3073,2,1,13,1,1899,1,13,1
3074,2,1,13,1,1899,3,10,1
3076,2,1,13,1,1899,4,28,1
3077,2,1,13,1,1899,5,3,1
3078,2,1,13,1,1899,5,12,1
3080,2,1,13,1,1899,5,25,1
3081,2,1,13,1,1899,6,16,1
3082,2,1,13,1,1899,6,23,1
3083,2,1,13,1,1899,6,30,2
3084,2,1,13,1,1899,7,14,1
3085,2,1,13,1,1899,7,21,1
3086,2,1,13,1,1899,8,29,1
3087,2,1,13,1,1899,9,15,1
3088,2,1,13,1,1899,10,27,1
3090,2,1,13,1,1899,12,6,1
3091,1,1,13,1,1899,12,15,1
3092,2,1,13,1,1900,1,12,1
3093,2,1,13,1,1900,1,19,1
3094,2,1,13,1,1900,3,2,1
3095,2,1,13,1,1900,4,2,1
3096,2,1,13,1,1900,4,6,10
3097,2,1,13,1,1900,4,6,10
3098,2,1,13,1,1900,4,20,1
3100,1,1,13,1,1900,8,28,1
3101,2,1,13,1,1900,9,1,2
3102,2,1,13,1,1900,10,29,1
3103,2,1,13,1,1901,1,10,1
3104,2,1,13,1,1901,6,14,1
3105,2,1,13,1,1901,6,14,1
3106,2,1,13,1,1901,6,14,1
3108,2,1,13,1,1901,6,14,1
3109,2,1,13,1,1901,6,14,1
3110,2,1,13,1,1901,8,2,2
3111,2,1,13,1,1901,8,2,1
3113,2,1,13,1,1901,9,5,1
3114,2,1,13,1,1901,9,6,1
3115,2,1,13,1,1901,10,19,1
3116,2,1,13,1,1901,11,1,2
3117,2,1,13,1,1902,1,3,1
3118,2,1,13,1,1902,1,3,11
3119,2,1,13,1,1902,3,21,1
3120,2,1,13,1,1902,5,2,1
3121,2,1,13,1,1902,5,23,1
3122,1,1,13,1,1902,7,21,1
3123,2,1,13,1,1902,8,8,2
3124,2,1,13,1,1902,9,12,1
3125,2,1,13,1,1902,10,11,2
3126,2,1,13,1,1903,1,9,1
3127,2,1,13,1,1903,2,6,2
3128,2,1,13,1,1903,3,13,1
3129,2,1,13,1,1903,3,20,1
3130,2,1,13,1,1903,5,15,1
3131,2,1,13,1,1903,6,12,1
3132,2,1,13,1,1903,7,10,1
3133,2,1,13,1,1903,7,10,1
3134,1,1,13,1,1903,10,30,1
3135,2,1,13,1,1903,12,11,1
3136,2,1,13,1,1903,12,18,1
3137,1,1,13,1,1903,12,18,1
3138,2,1,13,1,1903,12,18,1
3139,2,1,13,1,1904,3,10,1
3140,2,1,13,1,1904,4,16,1
3141,2,1,13,1,1904,9,19,1
3142,2,1,13,1,1904,9,23,1
3143,2,1,13,1,1904,9,24,1
3144,2,1,13,1,1904,11,1,1
3145,2,1,13,1,1904,12,27,1
3147,2,1,13,1,1905,1,13,1
3148,2,1,13,1,1905,1,20,1
3149,2,1,13,1,1905,2,3,1
3150,2,1,13,1,1905,3,7,1
3151,2,1,13,1,1905,3,7,1
3152,2,1,13,1,1905,3,22,1
3153,2,1,13,1,1905,4,27,2
3154,2,1,13,1,1905,5,5,1
3155,2,1,13,1,1905,6,2,1
3156,2,1,13,1,1905,6,2,1
3157,2,1,13,1,1905,12,8,2
3158,2,1,13,1,1906,1,12,1
3159,2,1,13,1,1906,2,16,1
3160,2,1,13,1,1906,3,16,2
3161,2,1,13,1,1906,5,18,1
3163,2,1,13,1,1906,5,18,1
3164,2,1,13,1,1906,9,7,11
3165,2,1,13,1,1906,9,7,1
3166,2,1,13,1,1906,9,10,2
3167,2,1,13,1,1906,11,16,1
3168,1,1,13,1,1906,12,4,1
3169,2,1,13,1,1906,12,4,1
3170,2,1,13,1,1906,12,29,1
3171,1,1,13,1,1907,3,1,1
3172,2,1,13,1,1907,5,29,2
3174,2,1,13,1,1907,6,21,1
3175,1,1,13,1,1907,6,21,1
3176,2,1,13,1,1907,8,16,1
3177,2,1,13,1,1907,12,13,1
3178,1,1,13,1,1908,1,31,1
3179,2,1,13,1,1908,2,14,10
3180,2,1,13,1,1908,2,14,10
3181,1,1,13,1,1908,2,25,1
3182,2,1,13,1,1908,2,28,1
3183,2,1,13,1,1908,3,18,1
3184,2,1,13,1,1908,3,20,2
3186,2,1,13,1,1908,4,17,1
3187,2,1,13,1,1908,5,8,1
3188,2,1,13,1,1908,5,15,1
3189,2,1,13,1,1908,6,19,1
3190,1,1,13,1,1908,6,23,1
3191,2,1,13,1,1908,9,11,2
3192,2,1,13,1,1908,10,9,1
3193,2,1,13,1,1908,10,15,1
3194,2,1,13,1,1908,12,11,1
3196,2,1,13,1,1909,1,2,1
3197,2,1,13,1,1909,6,11,1
3198,2,1,13,1,1909,7,8,1
3199,2,1,13,1,1909,7,9,1
3200,2,1,13,1,1909,10,1,1
3201,2,1,13,1,1909,10,28,10
3202,2,1,13,1,1909,11,19,1
3203,2,1,13,1,1910,2,18,2
3204,1,1,13,1,1910,4,15,1
3205,2,1,13,1,1910,4,19,10
3206,2,1,13,1,1910,5,7,1
3207,2,1,13,1,1910,5,13,1
3208,2,1,13,1,1910,5,20,2
3209,2,1,13,1,1910,6,17,1
3210,2,1,13,1,1910,6,17,23
3211,2,1,13,1,1910,7,29,10
3212,2,1,13,1,1910,10,28,1
3213,2,1,13,1,1910,11,10,1
3214,2,1,13,1,1911,2,8,10
3215,2,1,13,1,1911,4,14,10
3216,2,1,13,1,1911,6,9,1
3217,1,1,13,1,1911,6,9,1
3218,2,1,13,1,1911,6,10,1
3219,2,1,13,1,1911,6,16,2
3220,1,1,13,1,1911,9,1,1
3223,1,1,13,1,1911,11,27,1
3224,2,1,13,1,1911,12,5,1
3225,2,1,13,1,1911,12,8,1
3226,2,1,13,1,1911,12,14,1
3227,2,1,13,1,1912,1,16,1
3228,2,1,13,1,1912,2,22,1
3229,2,1,13,1,1912,2,22,23
3231,2,1,13,1,1912,3,29,1
3232,2,1,13,1,1912,3,29,1
3233,1,1,13,1,1912,5,10,1
3234,2,1,13,1,1912,5,14,1
3235,2,1,13,1,1912,5,24,2
3236,2,1,13,1,1912,8,23,11
3237,1,1,13,1,1912,9,6,1
3238,2,1,13,1,1912,10,25,11
3239,2,1,13,1,1912,10,25,11
3240,2,1,13,1,1912,11,8,1
3241,2,1,13,1,1912,12,4,1
3242,2,1,13,1,1912,12,13,1
3243,1,1,13,1,1912,12,13,1
3244,1,1,13,1,1913,1,3,1
3245,2,1,13,1,1913,1,17,1
3246,2,1,13,1,1913,2,7,1
3247,2,1,13,1,1913,5,2,1
3248,2,1,13,1,1913,5,23,1
3249,2,1,13,1,1913,5,23,1
3250,2,1,13,1,1913,7,11,1
3251,2,1,13,1,1913,8,22,1
3252,2,1,13,1,1913,10,17,1
3254,2,1,13,1,1914,2,12,1
3255,1,1,13,1,1914,6,12,1
3256,2,1,13,1,1914,6,19,1
3257,2,1,13,1,1914,6,19,1
3258,2,1,13,1,1914,6,19,1
3259,1,1,13,1,1914,7,31,1
3260,1,1,13,1,1914,7,31,1
3262,1,1,13,1,1914,9,11,1
3263,2,1,13,1,1915,1,29,1
3264,2,1,13,1,1915,4,9,1
3265,2,1,13,1,1915,6,9,1
3266,2,1,13,1,1915,8,6,1
3267,2,1,13,1,1915,8,19,1
3268,2,1,13,1,1915,9,24,2
3269,2,1,13,1,1915,9,25,1
3270,2,1,13,1,1915,11,8,1
3271,2,1,13,1,1915,11,8,1
3272,2,1,13,1,1915,11,8,1
3274,2,1,13,1,1915,12,22,1
3275,1,1,13,1,1916,5,19,1
3276,2,1,13,1,1916,6,2,1
3277,2,1,13,1,1917,1,12,2
3278,2,1,13,1,1917,1,29,10
3279,2,1,13,1,1917,2,16,1
3280,2,1,13,1,1917,7,20,10
3283,2,1,13,1,1919,5,23,1
3284,2,1,13,1,1920,4,30,1
3285,2,1,13,1,1920,8,20,2
3286,2,1,13,1,1922,5,5,2
3287,2,1,13,1,1922,5,12,1
3288,2,1,13,1,1922,6,16,2
3289,2,1,13,1,1922,9,1,1
3290,1,1,13,1,1922,9,1,1
3292,1,1,13,1,1924,5,24,1
3293,2,1,13,1,1924,8,15,1
3294,2,2,13,1,1924,9,13,27
3295,1,1,13,1,1924,9,19,1
3297,1,1,13,1,1925,5,21,1
3298,2,2,13,1,1925,9,26,1
3299,1,1,13,1,1926,1,29,10
3300,1,1,13,1,1926,1,29,10
3301,2,2,13,1,1926,3,11,1
3302,1,2,13,1,1926,3,25,1
3303,1,2,13,1,1926,3,25,1
3304,2,1,13,1,1926,5,18,1
3305,2,2,13,1,1926,6,18,1
3306,2,2,13,1,1926,9,9,1
3307,2,2,13,1,1926,9,24,1
3308,2,2,13,1,1926,10,8,2
3310,2,2,13,1,1927,6,3,1
3311,1,2,13,1,1927,6,3,10
3312,1,2,13,1,1927,6,6,1
3313,2,2,13,1,1927,7,12,1
3314,2,2,13,1,1927,7,15,1
3315,2,2,13,1,1927,10,14,1
3316,2,2,13,1,1927,10,14,10
3317,2,2,13,1,1927,10,14,1
3318,2,2,13,1,1927,10,26,2
3321,2,2,13,1,1928,1,13,10
3322,2,2,13,1,1928,1,20,1
3323,2,2,13,1,1928,2,21,1
3324,2,2,13,1,1928,4,18,1
3325,2,2,13,1,1928,5,4,1
3326,2,2,13,1,1928,5,18,1
3327,2,2,13,1,1928,6,8,1
3329,2,2,13,1,1928,7,6,1
3330,1,2,13,1,1928,7,6,1
3331,2,2,13,1,1928,7,13,10
3332,1,2,13,1,1928,7,13,1
3333,2,2,13,1,1928,8,3,10
3334,1,2,13,1,1928,8,3,10
3335,1,2,13,1,1928,12,19,1
3336,2,2,13,1,1929,1,18,10
3337,2,2,13,1,1929,1,18,10
3338,2,2,13,1,1929,1,18,10
3339,2,2,13,1,1929,1,18,1
3340,1,2,13,1,1929,2,22,1
3341,2,2,13,1,1929,3,20,1
3342,2,2,13,1,1929,5,17,23
3343,2,2,13,1,1929,7,22,1
3344,1,2,13,1,1929,9,11,10
3345,1,2,13,1,1929,9,11,10
3346,1,2,13,1,1929,10,4,2
3347,2,2,13,1,1929,10,4,2
3348,2,2,13,1,1930,1,27,1
3349,2,2,13,1,1930,2,14,1
3350,2,2,13,1,1930,2,21,10
3351,2,2,13,1,1930,3,21,1
3352,2,2,13,1,1930,6,20,1
3353,2,2,13,1,1930,6,27,1
3354,1,2,13,1,1930,11,22,1
3355,2,2,13,1,1931,1,16,2
3356,2,2,13,1,1931,1,27,10
3357,2,2,13,1,1931,3,13,1
3358,2,2,13,1,1931,3,27,1
3359,2,2,13,1,1931,4,17,10
3360,2,2,13,1,1931,4,17,10
3361,2,2,13,1,1931,4,29,1
3362,2,2,13,1,1931,5,18,1
3363,1,2,13,1,1931,5,22,1
3365,2,1,13,1,1931,6,17,1
3367,2,2,13,1,1931,9,11,1
3368,2,2,13,1,1931,10,16,2
3369,2,2,13,1,1931,10,16,1
3370,2,2,13,1,1931,10,30,1
3371,2,2,13,1,1931,10,30,10
3372,2,2,13,1,1931,12,21,1
3373,1,2,13,1,1932,2,9,1
3374,2,2,13,1,1932,2,9,23
3376,2,2,13,1,1932,6,10,1
3378,2,2,13,1,1932,10,7,10
3379,2,2,13,1,1932,10,28,2
3380,2,2,13,1,1932,10,28,2
3381,1,2,13,1,1932,11,4,1
3382,1,2,13,1,1932,11,4,1
3383,2,2,13,1,1932,11,5,1
3384,2,2,13,1,1932,11,16,1
3385,2,2,13,1,1933,4,4,1
3386,2,2,13,1,1933,5,19,1
3387,2,2,13,1,1933,5,20,1
3388,2,2,13,1,1933,6,14,1
3389,2,2,13,1,1933,8,11,1
3390,2,2,13,1,1933,8,11,1
3391,2,2,13,1,1933,8,11,1
3392,2,2,13,1,1933,8,25,1
3393,1,2,13,1,1933,8,25,1
3394,2,2,13,1,1933,9,8,1
3395,2,2,13,1,1933,10,20,1
3396,2,2,13,1,1933,10,27,1
3397,2,2,13,1,1933,10,27,1
3398,1,2,13,1,1933,12,29,1
3399,2,2,13,1,1934,1,12,2
3400,2,2,13,1,1934,3,2,1
3401,2,2,13,1,1934,3,16,10
3402,2,2,13,1,1934,3,16,2
3403,1,2,13,1,1934,4,20,1
3404,2,2,13,1,1934,5,11,11
3405,2,2,13,1,1934,5,15,1
3406,2,2,13,1,1934,5,15,1
3407,2,2,13,1,1934,6,15,1
3408,2,2,13,1,1934,6,15,1
3409,2,2,13,1,1934,9,14,2
3411,2,2,13,1,1934,11,15,1
3412,2,2,13,1,1935,1,21,1
3413,1,2,13,1,1935,2,11,1
3414,2,2,13,1,1935,2,15,1
3415,2,2,13,1,1935,3,1,10
3416,2,2,13,1,1935,3,1,10
3417,2,2,13,1,1935,3,5,11
3418,2,2,13,1,1935,3,7,10
3419,2,2,13,1,1935,3,7,10
3420,1,2,13,1,1935,3,15,1
3421,1,2,13,1,1935,3,29,10
3422,2,2,13,1,1935,4,5,2
3423,2,2,13,1,1935,4,5,1
3424,2,2,13,1,1935,5,10,2
3425,2,2,13,1,1935,5,10,1
3426,1,2,13,1,1935,6,14,1
3427,2,2,13,1,1935,6,14,1
3428,2,2,13,1,1935,7,12,10
3429,2,2,13,1,1935,7,19,2
3430,2,2,13,1,1935,10,10,1
3431,1,2,13,1,1935,10,18,1
3432,2,2,13,1,1935,11,22,1
3433,2,2,13,1,1935,12,20,10
3434,1,2,13,1,1935,12,20,1
3435,2,2,13,1,1936,3,6,1
3436,2,2,13,1,1936,3,20,1
3438,2,2,13,1,1936,3,25,1
3439,2,2,13,1,1936,4,10,2
3440,2,2,13,1,1936,8,6,10
3441,2,2,13,1,1936,8,21,10
3442,2,2,13,1,1936,8,21,10
3443,2,2,13,1,1936,11,12,2
3444,2,2,13,1,1936,12,4,1
3445,2,2,13,1,1936,12,31,1
3446,2,2,13,1,1937,2,24,1
3447,2,2,13,1,1937,4,19,10
3448,2,2,13,1,1937,5,14,1
3449,1,2,13,1,1937,5,21,27
3451,2,2,13,1,1937,5,24,1
3452,2,2,13,1,1937,5,28,1
3453,2,2,13,1,1937,6,14,2
3454,2,2,13,1,1937,6,18,10
3455,1,2,13,1,1937,6,18,1
3456,2,2,13,1,1937,6,25,1
3457,2,2,13,1,1937,7,9,1
3458,1,2,13,1,1937,7,30,1
3459,1,2,13,1,1937,8,13,1
3460,2,2,13,1,1937,9,29,1
3461,2,2,13,1,1937,12,27,1
3462,2,2,13,1,1938,5,6,10
3463,2,2,13,1,1938,5,13,10
3464,1,2,13,1,1938,6,17,2
3465,2,2,13,1,1938,10,28,1
3466,2,2,13,1,1938,10,28,1
3467,2,2,13,1,1938,11,4,1
3468,2,2,13,1,1938,11,10,1
3469,2,2,13,1,1938,11,25,2
3470,2,2,13,1,1938,11,30,2
3471,2,2,13,1,1938,12,9,10
3472,2,2,13,1,1938,12,9,1
