,Race,Execution Method,State,Sex,Year,Month,Day,Crimes Committed
0,1,1,1,1,1812,12,19,1
1,1,4,1,1,1814,2,6,44
2,2,1,1,1,1820,5,19,13
3,2,1,1,1,1820,5,19,1
4,2,1,1,1,1822,5,30,1
5,1,1,1,1,1822,10,11,39
6,1,1,1,1,1822,11,15,1
7,2,1,1,1,1823,5,2,15
8,1,1,1,1,1823,10,24,1
9,1,1,1,1,1824,1,2,1
10,1,1,1,1,1825,2,26,1
11,2,1,1,2,1825,6,10,1
13,1,1,1,1,1827,10,5,1
14,1,1,1,1,1827,11,30,1
15,2,1,1,1,1827,11,30,2
16,2,1,1,1,1830,5,15,1
17,1,1,1,1,1832,1,27,1
20,2,1,1,1,1833,1,12,1
21,2,1,1,1,1833,1,12,1
23,3,1,1,1,1834,12,12,1
24,1,1,1,1,1834,5,30,1
25,2,1,1,1,1834,11,4,2
26,1,1,1,1,1835,2,20,1
27,2,1,1,1,1835,2,20,1
28,2,1,1,1,1835,2,20,1
30,2,1,1,1,1835,2,25,1
32,2,1,1,1,1835,2,25,1
33,3,1,1,1,1835,8,15,1
34,2,1,1,2,1836,1,9,1
39,2,1,1,1,1836,7,22,1
40,3,1,1,1,1836,8,9,1
41,3,1,1,1,1836,11,25,1
42,3,1,1,1,1836,11,25,1
48,2,1,1,2,1836,12,20,40
57,1,1,1,1,1839,6,21,15
58,2,1,1,1,1840,7,4,1
59,2,1,1,1,1840,7,4,1
60,2,1,1,1,1840,7,4,1
61,2,1,1,1,1839,1,5,1
68,2,1,1,1,1840,2,5,16
69,2,1,1,1,1840,2,5,1
71,1,1,1,1,1840,12,11,1
81,1,1,1,1,1841,11,26,1
84,1,1,1,1,1842,1,3,1
85,1,1,1,1,1842,2,1,1
105,2,1,1,1,1844,9,27,1
106,2,1,1,1,1844,9,27,1
110,1,1,1,1,1845,12,5,1
117,2,1,1,1,1849,8,12,22
119,2,1,1,2,1849,12,11,1
123,2,1,1,1,1850,2,6,22
124,2,1,1,1,1850,5,11,1
125,2,1,1,1,1850,11,1,1
126,2,1,1,1,1850,11,1,1
127,2,1,1,1,1850,11,1,1
132,2,1,1,1,1851,5,10,1
133,2,1,1,1,1851,5,3,16
134,2,1,1,1,1851,5,2,1
135,2,1,1,1,1851,5,3,40
136,2,1,1,1,1851,5,23,1
137,2,1,1,1,1851,10,17,40
138,2,1,1,1,1851,10,24,22
142,2,1,1,1,1852,1,17,1
144,2,1,1,1,1851,10,31,40
152,2,1,1,1,1852,4,2,1
153,2,1,1,1,1852,4,2,1
157,1,1,1,1,1852,9,3,1
158,2,1,1,1,1852,4,9,1
161,2,1,1,1,1853,6,17,1
163,2,1,1,1,1853,6,17,1
165,2,1,1,1,1854,1,23,40
171,2,1,1,1,1855,1,1,40
172,2,1,1,1,1855,1,18,40
173,2,1,1,1,1854,7,7,40
174,2,1,1,1,1854,11,25,40
175,2,1,1,1,1855,3,31,1
178,2,1,1,1,1855,11,17,1
179,2,1,1,1,1855,12,3,43
183,1,1,1,1,1856,3,21,1
194,3,1,1,1,1857,11,13,1
201,2,1,1,1,1857,12,23,1
202,1,1,1,1,1858,3,5,1
204,2,1,1,1,1858,7,16,1
208,2,1,1,1,1858,9,17,1
209,2,1,1,1,1858,9,27,1
215,2,1,1,2,1859,11,25,1
216,2,1,1,1,1859,5,27,40
217,2,1,1,1,1859,5,27,1
219,2,1,1,1,1860,4,19,1
221,1,1,1,1,1860,6,15,1
222,2,1,1,1,1860,7,13,1
223,2,1,1,2,1860,7,13,1
224,1,1,1,1,1860,8,10,1
226,2,1,1,1,1860,10,19,8
227,2,1,1,1,1860,10,19,8
228,2,1,1,1,1860,10,19,8
229,2,1,1,1,1861,1,29,1
230,2,1,1,1,1861,2,25,1
232,2,1,1,1,1861,4,29,1
236,2,1,1,1,1861,10,23,40
237,2,1,1,1,1862,3,26,2
241,1,1,1,1,1862,10,17,1
245,2,1,1,1,1863,3,24,1
262,2,1,1,1,1866,4,20,1
263,2,1,1,1,1866,6,1,1
264,2,1,1,1,1867,8,23,1
268,1,1,1,1,1867,11,1,1
269,2,1,1,1,1869,3,12,10
270,2,1,1,1,1869,3,12,10
271,2,1,1,1,1874,1,15,1
272,2,1,1,1,1874,1,15,1
273,2,1,1,1,1875,8,6,1
275,2,1,1,1,1876,4,28,2
276,2,1,1,1,1876,7,28,1
277,2,1,1,1,1876,7,28,1
278,2,1,1,1,1878,3,10,1
279,2,1,1,1,1878,3,10,1
280,2,1,1,1,1878,3,10,1
281,2,1,1,1,1878,3,10,1
282,2,1,1,1,1878,3,22,1
283,2,1,1,1,1878,3,22,1
284,2,1,1,1,1878,3,22,1
285,2,1,1,1,1878,7,26,1
286,2,1,1,1,1878,8,23,1
287,2,1,1,1,1878,11,1,2
288,2,1,1,1,1879,1,17,1
289,2,1,1,1,1879,4,25,1
291,2,1,1,1,1881,6,3,1
292,2,1,1,1,1881,8,12,2
293,2,1,1,1,1881,8,26,1
294,2,1,1,1,1882,3,31,10
295,2,1,1,1,1882,3,31,10
296,2,1,1,1,1882,12,15,1
297,2,1,1,1,1883,3,9,10
298,2,1,1,1,1883,8,17,1
299,2,1,1,1,1883,9,7,1
300,2,1,1,1,1884,6,13,1
301,1,1,1,1,1884,8,1,16
302,1,1,1,1,1884,8,1,16
303,1,1,1,1,1884,8,1,16
304,2,1,1,1,1884,8,29,2
305,2,1,1,1,1884,8,29,1
306,2,1,1,1,1884,8,29,1
307,2,1,1,1,1885,2,13,1
308,2,1,1,1,1885,3,13,1
309,2,1,1,1,1885,8,28,1
310,2,1,1,1,1885,8,28,1
311,1,1,1,1,1886,6,26,1
312,2,1,1,1,1886,10,8,2
313,2,1,1,1,1887,1,14,1
314,2,1,1,1,1887,4,8,1
315,2,1,1,1,1887,4,15,10
316,2,1,1,1,1887,11,4,1
319,2,1,1,2,1888,10,12,1
320,2,1,1,1,1888,11,23,1
321,2,1,1,1,1889,1,25,1
322,2,1,1,1,1890,1,3,1
323,2,1,1,1,1890,1,24,1
324,2,1,1,1,1890,2,7,1
325,2,1,1,1,1890,2,21,10
326,1,1,1,1,1890,2,21,1
327,1,1,1,1,1890,2,28,1
328,2,1,1,1,1890,4,18,10
329,2,1,1,1,1890,5,9,1
330,2,1,1,1,1890,7,11,1
331,2,1,1,1,1891,1,16,1
332,2,1,1,1,1891,5,8,2
333,2,1,1,1,1891,6,26,1
334,2,1,1,1,1892,1,22,1
335,2,1,1,1,1892,3,19,1
336,2,1,1,1,1892,7,8,1
337,2,1,1,1,1892,7,24,1
338,1,1,1,1,1893,1,27,10
339,2,1,1,1,1893,2,2,1
340,2,1,1,1,1893,3,3,1
341,2,1,1,1,1893,3,10,1
342,2,1,1,1,1893,5,12,1
343,2,1,1,1,1893,5,26,27
344,2,1,1,1,1893,5,26,27
345,2,1,1,1,1893,5,26,27
346,2,1,1,1,1893,7,7,1
347,2,1,1,1,1893,9,15,1
348,2,1,1,1,1893,10,9,2
349,2,1,1,1,1893,11,21,10
350,2,1,1,1,1894,1,5,1
351,2,1,1,1,1894,3,30,1
352,2,1,1,1,1894,4,20,1
353,2,1,1,1,1894,5,18,1
354,2,1,1,1,1894,5,18,1
355,2,1,1,1,1894,7,13,1
356,2,1,1,1,1894,7,13,1
357,2,1,1,1,1894,7,20,1
358,2,1,1,1,1894,7,20,1
359,2,1,1,1,1894,7,20,10
360,2,1,1,1,1894,9,20,1
361,2,1,1,1,1894,11,16,10
362,1,1,1,1,1895,2,8,10
363,2,1,1,1,1895,6,7,1
364,2,1,1,1,1895,6,7,1
365,2,1,1,1,1895,6,14,1
366,2,1,1,1,1895,7,5,1
367,2,1,1,1,1895,8,2,1
368,2,1,1,1,1896,1,10,1
369,2,1,1,1,1896,5,8,1
370,2,1,1,1,1896,5,9,10
371,2,1,1,1,1896,8,21,1
372,2,1,1,1,1896,11,21,1
373,2,1,1,1,1896,11,28,11
374,2,1,1,1,1897,2,19,1
375,1,1,1,1,1897,3,5,1
377,2,1,1,1,1897,7,30,1
378,2,1,1,1,1897,9,17,1
379,2,1,1,1,1897,12,10,1
380,2,1,1,1,1897,12,10,1
381,2,1,1,1,1897,12,17,2
382,2,1,1,1,1898,1,21,1
383,2,1,1,1,1898,2,25,10
384,2,1,1,1,1898,9,30,1
385,2,1,1,1,1899,1,20,1
386,2,1,1,1,1899,1,20,1
387,2,1,1,1,1899,2,3,1
388,2,1,1,1,1899,3,17,1
389,1,1,1,1,1899,3,31,10
390,1,1,1,1,1899,3,31,10
391,2,1,1,1,1899,3,31,10
392,2,1,1,1,1899,6,30,1
393,2,1,1,1,1899,8,4,1
394,2,1,1,1,1899,9,15,2
395,2,1,1,1,1900,2,9,1
396,2,1,1,1,1900,5,18,10
397,2,1,1,1,1900,5,18,10
398,2,1,1,1,1900,5,18,10
399,2,1,1,1,1901,5,16,10
400,2,1,1,1,1901,6,28,1
401,1,1,1,1,1901,6,28,1
402,2,1,1,1,1901,9,20,2
403,2,1,1,1,1901,12,20,1
404,2,1,1,1,1901,12,20,1
405,2,1,1,1,1902,1,3,1
406,2,1,1,1,1902,3,6,1
407,2,1,1,1,1902,3,28,11
408,2,1,1,1,1902,5,22,1
409,2,1,1,1,1902,5,22,1
410,2,1,1,1,1902,8,22,1
411,2,1,1,1,1902,9,5,1
412,2,1,1,1,1902,9,13,1
413,2,1,1,1,1903,3,13,1
414,2,1,1,1,1903,3,27,15
415,2,1,1,1,1903,4,10,1
416,2,1,1,1,1903,4,24,11
417,2,1,1,1,1903,7,31,1
418,2,1,1,1,1903,7,31,1
419,2,1,1,1,1903,7,31,1
420,2,1,1,1,1903,8,7,15
421,2,1,1,1,1903,8,7,15
422,2,1,1,1,1903,8,21,1
423,2,1,1,1,1903,9,25,1
424,2,1,1,1,1903,10,22,1
425,2,1,1,1,1903,10,30,1
426,2,1,1,1,1903,10,30,1
427,2,1,1,1,1903,12,17,1
428,2,1,1,1,1903,12,31,1
429,2,1,1,1,1904,3,5,1
430,2,1,1,1,1904,3,25,1
431,2,1,1,1,1904,5,13,1
432,2,1,1,1,1904,5,13,1
433,2,1,1,1,1904,7,8,1
434,2,1,1,1,1904,9,8,1
435,2,1,1,1,1904,9,9,1
436,2,1,1,1,1904,9,9,1
437,2,1,1,1,1904,9,9,1
438,2,1,1,1,1904,10,21,1
439,1,1,1,1,1904,11,25,1
440,2,1,1,1,1905,1,14,1
441,2,1,1,1,1905,3,10,1
442,2,1,1,1,1905,3,10,1
443,2,1,1,1,1905,3,24,1
444,2,1,1,1,1905,6,16,11
445,2,1,1,1,1905,6,16,11
446,2,1,1,1,1905,6,16,1
447,2,1,1,1,1905,6,23,1
448,2,1,1,1,1905,6,29,1
449,2,1,1,1,1905,10,5,10
450,2,1,1,1,1905,10,27,10
451,2,1,1,1,1905,12,29,1
452,2,1,1,1,1905,12,29,1
453,2,1,1,1,1906,3,9,10
454,2,1,1,1,1906,3,28,1
455,2,1,1,1,1906,4,6,1
456,2,1,1,1,1906,4,6,1
457,2,1,1,1,1906,6,29,10
458,2,1,1,1,1906,8,10,1
459,1,1,1,1,1907,3,15,1
460,1,1,1,1,1907,4,25,10
461,2,1,1,1,1907,6,21,1
462,2,1,1,1,1907,7,26,1
463,2,1,1,1,1907,11,15,2
464,2,1,1,1,1908,2,10,10
465,2,1,1,1,1908,5,1,1
466,2,1,1,1,1909,3,31,15
467,1,1,1,1,1909,10,22,1
468,2,1,1,1,1909,10,22,1
469,1,1,1,1,1909,12,17,1
470,2,1,1,1,1910,2,4,10
471,2,1,1,1,1910,3,25,10
472,2,1,1,1,1910,3,25,10
473,2,1,1,1,1910,6,9,1
474,2,1,1,1,1910,6,16,10
475,2,1,1,1,1910,6,21,1
476,2,1,1,1,1910,8,13,1
477,2,1,1,1,1911,6,2,1
478,2,1,1,1,1911,12,22,2
479,2,1,1,1,1912,1,12,1
480,1,1,1,1,1912,2,19,1
481,2,1,1,1,1912,5,17,1
482,2,1,1,1,1912,5,31,1
483,2,1,1,1,1912,7,9,1
484,2,1,1,1,1912,8,23,1
485,2,1,1,1,1912,12,13,1
486,2,1,1,1,1913,1,3,1
487,2,1,1,1,1913,2,14,2
488,1,1,1,1,1913,3,21,1
489,1,1,1,1,1913,3,21,1
490,1,1,1,1,1913,4,4,1
491,1,1,1,1,1913,4,4,1
492,1,1,1,1,1913,4,4,1
493,2,1,1,1,1913,4,4,1
494,1,1,1,1,1913,4,4,1
495,2,1,1,1,1913,6,27,1
496,2,1,1,1,1914,2,6,1
497,2,1,1,1,1914,6,26,1
498,2,1,1,1,1914,6,26,1
499,2,1,1,1,1914,8,21,1
500,2,1,1,1,1914,10,30,1
501,2,1,1,1,1914,10,30,15
502,2,1,1,1,1914,10,30,15
503,2,1,1,1,1914,10,30,1
504,2,1,1,1,1915,3,12,1
505,2,1,1,1,1915,6,25,1
507,2,1,1,1,1915,6,25,1
508,2,1,1,1,1915,7,2,1
509,1,1,1,1,1915,8,6,1
510,2,1,1,1,1915,8,6,1
511,2,1,1,1,1915,8,6,1
512,2,1,1,1,1915,8,6,1
513,2,1,1,1,1916,5,12,1
514,2,1,1,1,1917,8,3,1
515,2,1,1,1,1917,10,26,10
516,2,1,1,1,1918,7,19,1
517,2,1,1,1,1918,9,11,1
518,2,1,1,1,1918,11,8,1
519,1,1,1,1,1919,6,27,1
520,2,1,1,1,1920,7,16,10
521,2,1,1,1,1920,7,30,1
522,2,1,1,1,1921,1,21,1
523,2,1,1,1,1921,1,21,1
524,2,1,1,1,1921,2,4,1
525,2,1,1,1,1921,8,26,1
526,2,1,1,1,1921,8,26,1
527,2,1,1,1,1921,8,26,15
528,2,1,1,1,1921,9,15,11
529,2,1,1,1,1921,12,2,1
530,2,1,1,1,1921,12,2,1
531,2,1,1,1,1922,6,16,1
532,2,1,1,1,1922,6,23,1
533,2,1,1,1,1922,7,14,1
534,2,1,1,1,1922,7,14,1
535,2,1,1,1,1922,9,1,15
536,2,1,1,1,1922,11,3,1
537,2,1,1,1,1923,6,8,2
538,2,1,1,1,1923,6,8,1
539,2,1,1,1,1924,3,7,1
540,2,1,1,1,1924,3,21,10
541,1,1,1,1,1924,7,11,11
542,2,1,1,1,1924,8,8,1
543,2,1,1,1,1924,8,8,1
544,1,1,1,1,1925,2,27,1
545,2,1,1,1,1925,3,6,1
546,2,1,1,1,1925,6,12,1
547,2,1,1,1,1925,7,3,11
548,2,1,1,1,1925,7,31,1
549,2,1,1,1,1925,8,21,2
550,2,1,1,1,1925,10,9,1
551,2,1,1,1,1926,1,22,2
552,2,1,1,1,1926,3,5,1
553,2,1,1,1,1926,6,25,1
554,2,1,1,1,1926,9,24,15
555,2,2,1,1,1927,4,8,10
556,1,2,1,1,1927,4,23,1
557,1,2,1,1,1927,7,15,1
558,2,2,1,1,1927,9,9,1
559,2,2,1,1,1927,12,16,1
560,2,2,1,1,1927,12,30,1
561,2,2,1,1,1928,3,9,1
562,1,2,1,1,1928,3,9,1
563,2,2,1,1,1928,4,6,10
564,2,2,1,1,1928,6,15,1
565,2,2,1,1,1928,7,20,1
566,2,2,1,1,1929,3,15,1
567,2,2,1,1,1929,7,26,1
568,2,2,1,1,1929,8,23,1
569,2,2,1,2,1930,1,24,1
570,1,2,1,1,1930,3,14,10
571,2,2,1,1,1930,6,20,1
572,2,2,1,1,1930,6,20,10
573,2,2,1,1,1930,6,20,10
574,2,2,1,1,1931,2,27,2
575,2,2,1,1,1931,3,27,2
576,2,2,1,1,1931,5,29,1
577,2,2,1,1,1931,6,10,1
578,2,2,1,1,1932,1,15,2
579,2,2,1,1,1932,1,15,2
580,2,2,1,1,1932,3,11,10
581,2,2,1,1,1932,3,11,10
582,2,2,1,1,1933,2,3,1
583,2,2,1,1,1933,2,3,1
584,2,2,1,1,1933,10,27,27
585,2,2,1,1,1934,2,9,1
586,2,2,1,1,1934,2,9,1
587,2,2,1,1,1934,2,9,10
588,2,2,1,1,1934,2,9,1
589,2,2,1,1,1934,2,9,1
590,2,2,1,1,1935,3,1,10
591,2,2,1,1,1935,3,22,1
592,2,2,1,1,1936,2,21,11
593,2,2,1,1,1936,3,20,1
594,2,2,1,1,1936,3,20,1
595,2,2,1,1,1936,3,27,1
596,2,2,1,1,1936,4,17,1
597,2,2,1,1,1936,5,15,1
598,2,2,1,1,1936,5,15,1
599,1,2,1,1,1936,6,5,1
600,2,2,1,1,1936,6,12,1
601,2,2,1,1,1936,6,12,1
602,1,2,1,1,1936,6,12,1
603,2,2,1,1,1936,6,19,11
604,1,2,1,1,1936,6,19,1
605,2,2,1,1,1936,7,3,1
606,2,2,1,1,1936,7,10,1
607,2,2,1,1,1936,7,31,2
608,2,2,1,1,1936,8,7,1
609,1,2,1,1,1937,1,29,10
610,1,2,1,1,1937,2,26,10
611,2,2,1,1,1937,6,11,2
612,1,2,1,1,1937,9,10,1
613,2,2,1,1,1938,1,28,10
614,2,2,1,1,1938,1,28,10
615,2,2,1,1,1938,7,22,1
616,2,2,1,1,1938,7,22,15
617,2,2,1,1,1938,8,19,1
618,2,2,1,1,1938,8,19,2
619,2,2,1,1,1938,11,25,2
620,1,2,1,1,1938,11,25,1
621,2,2,1,1,1938,12,30,15
622,2,2,1,1,1939,2,17,2
623,2,2,1,1,1939,3,17,1
624,2,2,1,1,1939,3,17,10
627,2,2,1,1,1939,6,9,11
628,2,2,1,1,1939,6,9,1
629,2,2,1,1,1939,6,9,2
630,2,2,1,1,1939,7,7,1
631,2,2,1,1,1939,8,18,2
632,2,2,1,1,1940,2,16,1
633,2,2,1,1,1940,3,15,1
634,2,2,1,1,1940,3,29,1
636,2,2,1,1,1940,3,29,2
637,2,2,1,1,1940,5,3,10
638,2,2,1,1,1940,5,24,10
640,2,2,1,1,1940,8,9,2
641,2,2,1,1,1941,1,17,2
642,2,2,1,1,1941,7,11,19
643,2,2,1,1,1941,8,8,4
645,1,2,1,1,1942,1,9,1
646,2,2,1,1,1942,1,23,11
647,2,2,1,1,1942,3,13,11
648,1,2,1,1,1942,3,13,1
649,2,2,1,1,1942,5,1,10
650,2,2,1,1,1942,5,1,1
651,2,2,1,1,1942,6,26,2
652,2,2,1,1,1942,6,26,1
653,1,2,1,1,1942,7,10,1
654,2,2,1,1,1943,2,19,1
655,2,2,1,1,1943,6,4,2
656,2,2,1,1,1943,8,6,1
657,2,2,1,1,1943,8,13,2
658,2,2,1,1,1943,8,13,2
659,2,2,1,1,1944,3,24,1
660,2,2,1,1,1944,11,3,10
661,1,2,1,1,1945,3,16,2
662,1,2,1,1,1945,3,16,2
663,2,2,1,1,1945,7,20,1
664,2,2,1,1,1946,1,18,11
665,2,2,1,1,1946,1,25,10
666,2,2,1,1,1946,2,1,10
667,1,2,1,1,1946,3,15,1
668,1,2,1,1,1946,4,19,10
669,2,2,1,1,1946,5,24,10
670,2,2,1,1,1946,5,24,1
671,2,2,1,1,1946,7,14,10
672,1,2,1,1,1946,8,16,1
673,2,2,1,1,1946,12,13,2
674,2,2,1,1,1947,3,14,1
675,2,2,1,1,1947,5,23,1
676,2,2,1,1,1948,3,19,10
677,1,2,1,1,1948,3,19,1
678,2,2,1,1,1949,3,11,1
679,2,2,1,1,1949,3,18,10
680,2,2,1,1,1949,3,25,1
681,2,2,1,1,1949,8,12,1
682,2,2,1,1,1949,8,12,10
683,2,2,1,1,1950,5,26,10
684,2,2,1,1,1950,7,21,1
685,1,2,1,1,1950,7,21,10
686,2,2,1,1,1950,7,21,10
687,2,2,1,1,1952,5,2,1
688,2,2,1,1,1952,5,2,11
689,2,2,1,1,1952,5,9,1
690,1,2,1,1,1952,10,10,1
691,2,2,1,1,1953,8,28,2
692,1,2,1,2,1953,9,4,1
694,2,2,1,1,1954,4,23,10
695,2,2,1,1,1954,4,23,10
697,2,2,1,1,1956,9,28,2
698,2,2,1,1,1957,3,22,1
699,1,2,1,2,1957,10,11,1
700,2,2,1,1,1958,3,28,2
701,2,2,1,1,1959,12,4,2
702,1,2,1,1,1959,12,11,10
703,2,2,1,1,1960,4,29,1
704,2,2,1,1,1961,11,24,11
705,2,2,1,1,1962,8,31,1
706,1,2,1,1,1964,9,4,15
707,1,2,1,1,1965,1,15,1
716,3,1,2,1,1869,12,29,1
717,1,1,2,1,1878,12,14,1
720,1,1,2,1,1902,9,19,10
721,1,1,2,1,1903,3,6,1
722,1,1,2,1,1921,4,15,1
724,3,1,2,1,1929,9,7,1
725,3,1,2,1,1939,11,10,1
729,5,1,4,1,1873,5,2,1
731,5,1,4,1,1880,11,26,1
732,1,1,4,1,1882,2,3,1
734,3,1,4,1,1882,3,3,1
735,3,1,4,1,1882,3,3,1
736,3,1,4,1,1882,3,3,1
739,1,1,4,1,1884,3,28,1
740,1,1,4,1,1884,3,28,1
741,1,1,4,1,1884,3,28,1
742,1,1,4,1,1884,3,28,1
743,1,1,4,1,1884,3,28,1
744,1,1,4,1,1884,5,15,1
745,1,1,4,1,1886,2,5,1
746,1,1,4,1,1887,8,12,1
747,5,1,4,1,1888,3,2,1
748,3,1,4,1,1889,5,18,1
749,3,1,4,1,1889,12,6,1
750,3,1,4,1,1889,12,6,1
751,3,1,4,1,1889,12,27,1
752,1,1,4,1,1898,6,8,1
753,1,1,4,1,1900,1,8,1
754,1,1,4,1,1900,11,16,1
755,5,1,4,1,1900,11,16,10
756,1,1,4,1,1900,11,16,1
757,5,1,4,1,1902,11,23,1
758,5,1,4,1,1903,7,31,1
759,5,1,4,1,1903,7,31,1
760,5,1,4,1,1905,6,16,1
761,1,1,4,1,1905,8,16,1
762,1,1,4,1,1907,1,19,1
763,2,1,4,1,1907,7,12,1
764,5,1,4,1,1910,1,5,1
765,5,1,4,1,1910,12,2,1
766,5,1,4,1,1910,12,2,1
767,5,1,4,1,1911,7,7,1
768,5,1,4,1,1911,7,28,1
769,1,1,4,1,1913,5,13,10
770,1,1,4,1,1914,5,29,10
771,5,1,4,1,1915,12,10,1
772,5,1,4,1,1916,5,19,1
773,5,1,4,1,1916,6,9,1
774,5,1,4,1,1916,7,7,1
775,5,1,4,1,1920,4,16,1
776,5,1,4,1,1921,1,14,1
777,1,1,4,1,1921,9,9,1
778,5,1,4,1,1922,1,13,10
779,5,1,4,1,1922,1,13,1
780,1,1,4,1,1922,9,29,1
781,1,1,4,1,1923,4,13,10
782,5,1,4,1,1923,8,10,10
783,2,1,4,1,1924,6,20,1
784,2,1,4,1,1925,1,9,1
785,3,1,4,1,1925,10,10,1
786,1,1,4,1,1926,1,8,1
787,1,1,4,1,1927,5,20,1
788,4,1,4,1,1928,6,22,1
789,4,1,4,1,1928,6,22,1
790,4,1,4,1,1928,6,22,1
791,4,1,4,1,1928,6,22,1
792,1,1,4,2,1930,2,21,10
793,5,1,4,1,1930,3,7,1
794,1,1,4,1,1931,8,21,10
795,5,3,4,1,1934,7,6,10
796,5,3,4,1,1934,7,6,10
797,1,3,4,1,1934,7,13,10
798,1,3,4,1,1934,8,31,10
799,1,3,4,1,1936,5,15,1
800,1,3,4,1,1936,7,10,1
801,3,1,4,1,1936,7,12,1
802,1,3,4,1,1936,10,2,10
803,1,3,4,1,1937,1,8,10
804,2,3,4,1,1937,8,13,1
805,1,3,4,1,1937,8,13,1
806,1,3,4,1,1937,9,3,1
807,1,3,4,1,1938,1,14,10
808,1,3,4,1,1939,4,28,1
809,2,3,4,1,1939,9,22,10
810,1,3,4,1,1940,8,9,10
811,2,3,4,1,1943,1,8,1
812,2,3,4,1,1943,1,8,1
813,2,3,4,1,1943,1,8,1
814,1,3,4,1,1943,2,19,11
815,5,3,4,1,1943,4,27,10
816,2,3,4,1,1945,1,5,1
817,1,3,4,1,1945,4,6,1
818,2,3,4,1,1945,4,13,1
819,5,3,4,1,1950,7,29,1
820,1,3,4,1,1951,7,18,1
821,1,3,4,1,1955,3,4,11
822,1,3,4,1,1955,8,31,1
823,1,3,4,1,1957,5,22,1
825,1,3,4,1,1958,11,22,11
826,2,3,4,1,1959,3,7,1
827,1,3,4,1,1960,3,11,1
828,2,3,4,1,1961,10,31,1
829,1,3,4,1,1963,3,8,10
830,5,3,4,1,1963,3,14,1
832,1,1,5,1,1828,5,31,10
833,1,1,5,1,1837,5,30,1
834,1,1,5,1,1838,10,19,1
835,1,1,5,1,1839,7,31,1
836,1,1,5,1,1839,7,31,1
837,1,1,5,1,1839,7,31,1
839,2,1,5,1,1843,6,9,2
840,2,1,5,1,1843,6,9,2
844,1,1,5,1,1845,11,8,1
845,1,1,5,2,1845,11,8,1
846,1,1,5,1,1845,12,26,1
847,3,1,5,1,1853,2,4,1
852,1,1,5,1,1859,6,10,1
853,1,1,5,1,1861,1,18,1
854,2,1,5,1,1861,3,8,1
855,1,1,5,1,1864,1,8,18
856,1,4,5,1,1864,7,29,1
857,1,4,5,1,1864,7,29,1
858,1,4,5,1,1864,7,29,1
859,1,4,5,1,1864,7,29,1
861,3,1,5,1,1870,6,24,10
862,2,1,5,1,1871,2,3,1
865,2,1,5,1,1873,5,2,1
866,3,1,5,1,1873,8,15,1
867,3,1,5,1,1873,10,10,1
868,3,1,5,1,1873,10,10,1
869,3,1,5,1,1873,10,10,1
870,3,1,5,1,1874,4,3,1
871,3,1,5,1,1874,4,3,1
872,3,1,5,1,1874,4,3,1
873,1,1,5,1,1874,4,13,1
874,3,1,5,1,1875,1,15,1
875,1,1,5,1,1875,9,3,1
876,1,1,5,1,1875,9,3,1
877,1,1,5,1,1875,9,3,10
878,3,1,5,1,1875,9,3,10
879,3,1,5,1,1875,9,3,1
880,2,1,5,1,1875,9,3,1
883,3,1,5,1,1876,4,21,10
884,3,1,5,1,1876,4,21,10
885,1,1,5,1,1876,4,21,10
886,3,1,5,1,1876,4,21,1
887,2,1,5,1,1876,4,21,10
889,3,1,5,1,1876,9,8,1
890,3,1,5,1,1876,9,8,1
891,3,1,5,1,1876,9,8,1
892,3,1,5,1,1876,9,8,1
893,2,1,5,1,1877,7,28,1
897,2,1,5,1,1878,6,21,1
898,2,1,5,1,1878,8,30,2
899,2,1,5,1,1878,12,20,1
900,3,1,5,1,1878,12,20,1
901,2,1,5,1,1879,6,27,2
902,1,1,5,1,1879,8,29,1
903,1,1,5,1,1879,8,29,1
904,1,1,5,1,1879,9,12,1
905,1,1,5,1,1879,9,26,1
906,1,1,5,1,1879,10,3,1
908,2,1,5,1,1880,6,11,1
909,2,1,5,1,1880,7,9,1
910,2,1,5,1,1880,7,9,1
912,2,1,5,1,1881,2,4,1
913,2,1,5,1,1881,4,15,1
914,2,1,5,1,1881,6,10,1
915,2,1,5,1,1881,7,15,1
916,2,1,5,1,1881,7,15,1
917,2,1,5,1,1881,7,19,1
918,2,1,5,1,1881,7,22,1
920,3,1,5,1,1881,9,9,1
921,3,1,5,1,1881,9,9,1
922,1,1,5,1,1881,9,9,1
923,1,1,5,1,1881,9,9,1
924,2,1,5,1,1881,11,18,1
925,2,1,5,1,1881,12,9,1
926,1,1,5,1,1881,12,9,1
927,2,1,5,1,1882,2,24,10
928,1,1,5,1,1882,4,21,1
930,2,1,5,1,1883,1,26,1
931,2,1,5,1,1883,3,23,1
932,3,1,5,1,1883,4,13,1
933,1,1,5,1,1883,4,13,1
937,2,1,5,1,1883,5,25,2
938,1,1,5,1,1883,6,22,10
939,1,1,5,1,1883,6,22,10
940,1,1,5,1,1883,6,22,10
941,1,1,5,1,1883,6,22,10
942,2,1,5,1,1883,6,29,1
943,2,1,5,1,1883,6,29,1
944,3,1,5,1,1883,6,29,1
945,1,1,5,1,1883,8,17,1
946,2,1,5,1,1883,10,12,1
947,1,1,5,1,1883,12,7,1
949,2,1,5,1,1884,4,4,1
950,2,1,5,1,1884,4,25,1
951,2,1,5,1,1884,5,30,1
952,2,1,5,1,1884,6,29,1
953,3,1,5,1,1884,7,11,1
954,1,1,5,1,1884,7,11,1
