,Race,Execution Method,State,Sex,Year,Month,Day,Crimes Committed
0,White,Hanging,Alabama,Male,1812,12,19,1
1,White,Firing Squad,Alabama,Male,1814,2,6,44
2,Black,Hanging,Alabama,Male,1820,5,19,13
3,Black,Hanging,Alabama,Male,1820,5,19,1
4,Black,Hanging,Alabama,Male,1822,5,30,1
5,White,Hanging,Alabama,Male,1822,10,11,39
6,White,Hanging,Alabama,Male,1822,11,15,1
7,Black,Hanging,Alabama,Male,1823,5,2,15
8,White,Hanging,Alabama,Male,1823,10,24,1
9,White,Hanging,Alabama,Male,1824,1,2,1
10,White,Hanging,Alabama,Male,1825,2,26,1
11,Black,Hanging,Alabama,Female,1825,6,10,1
13,White,Hanging,Alabama,Male,1827,10,5,1
14,White,Hanging,Alabama,Male,1827,11,30,1
15,Black,Hanging,Alabama,Male,1827,11,30,2
16,Black,Hanging,Alabama,Male,1830,5,15,1
17,White,Hanging,Alabama,Male,1832,1,27,1
20,Black,Hanging,Alabama,Male,1833,1,12,1
21,Black,Hanging,Alabama,Male,1833,1,12,1
23,Native American,Hanging,Alabama,Male,1834,12,12,1
24,White,Hanging,Alabama,Male,1834,5,30,1
25,Black,Hanging,Alabama,Male,1834,11,4,2
26,White,Hanging,Alabama,Male,1835,2,20,1
27,Black,Hanging,Alabama,Male,1835,2,20,1
28,Black,Hanging,Alabama,Male,1835,2,20,1
30,Black,Hanging,Alabama,Male,1835,2,25,1
32,Black,Hanging,Alabama,Male,1835,2,25,1
33,Native American,Hanging,Alabama,Male,1835,8,15,1
34,Black,Hanging,Alabama,Female,1836,1,9,1
39,Black,Hanging,Alabama,Male,1836,7,22,1
40,Native American,Hanging,Alabama,Male,1836,8,9,1
41,Native American,Hanging,Alabama,Male,1836,11,25,1
42,Native American,Hanging,Alabama,Male,1836,11,25,1
48,Black,Hanging,Alabama,Female,1836,12,20,40
57,White,Hanging,Alabama,Male,1839,6,21,15
58,Black,Hanging,Alabama,Male,1840,7,4,1
59,Black,Hanging,Alabama,Male,1840,7,4,1
60,Black,Hanging,Alabama,Male,1840,7,4,1
61,Black,Hanging,Alabama,Male,1839,1,5,1
68,Black,Hanging,Alabama,Male,1840,2,5,16
69,Black,Hanging,Alabama,Male,1840,2,5,1
71,White,Hanging,Alabama,Male,1840,12,11,1
81,White,Hanging,Alabama,Male,1841,11,26,1
84,White,Hanging,Alabama,Male,1842,1,3,1
85,White,Hanging,Alabama,Male,1842,2,1,1
105,Black,Hanging,Alabama,Male,1844,9,27,1
106,Black,Hanging,Alabama,Male,1844,9,27,1
110,White,Hanging,Alabama,Male,1845,12,5,1
117,Black,Hanging,Alabama,Male,1849,8,12,22
119,Black,Hanging,Alabama,Female,1849,12,11,1
123,Black,Hanging,Alabama,Male,1850,2,6,22
124,Black,Hanging,Alabama,Male,1850,5,11,1
125,Black,Hanging,Alabama,Male,1850,11,1,1
126,Black,Hanging,Alabama,Male,1850,11,1,1
127,Black,Hanging,Alabama,Male,1850,11,1,1
132,Black,Hanging,Alabama,Male,1851,5,10,1
133,Black,Hanging,Alabama,Male,1851,5,3,16
134,Black,Hanging,Alabama,Male,1851,5,2,1
135,Black,Hanging,Alabama,Male,1851,5,3,40
136,Black,Hanging,Alabama,Male,1851,5,23,1
137,Black,Hanging,Alabama,Male,1851,10,17,40
138,Black,Hanging,Alabama,Male,1851,10,24,22
142,Black,Hanging,Alabama,Male,1852,1,17,1
144,Black,Hanging,Alabama,Male,1851,10,31,40
152,Black,Hanging,Alabama,Male,1852,4,2,1
153,Black,Hanging,Alabama,Male,1852,4,2,1
157,White,Hanging,Alabama,Male,1852,9,3,1
158,Black,Hanging,Alabama,Male,1852,4,9,1
161,Black,Hanging,Alabama,Male,1853,6,17,1
163,Black,Hanging,Alabama,Male,1853,6,17,1
165,Black,Hanging,Alabama,Male,1854,1,23,40
171,Black,Hanging,Alabama,Male,1855,1,1,40
172,Black,Hanging,Alabama,Male,1855,1,18,40
173,Black,Hanging,Alabama,Male,1854,7,7,40
174,Black,Hanging,Alabama,Male,1854,11,25,40
175,Black,Hanging,Alabama,Male,1855,3,31,1
178,Black,Hanging,Alabama,Male,1855,11,17,1
179,Black,Hanging,Alabama,Male,1855,12,3,43
183,White,Hanging,Alabama,Male,1856,3,21,1
194,Native American,Hanging,Alabama,Male,1857,11,13,1
201,Black,Hanging,Alabama,Male,1857,12,23,1
202,White,Hanging,Alabama,Male,1858,3,5,1
204,Black,Hanging,Alabama,Male,1858,7,16,1
208,Black,Hanging,Alabama,Male,1858,9,17,1
209,Black,Hanging,Alabama,Male,1858,9,27,1
215,Black,Hanging,Alabama,Female,1859,11,25,1
216,Black,Hanging,Alabama,Male,1859,5,27,40
217,Black,Hanging,Alabama,Male,1859,5,27,1
219,Black,Hanging,Alabama,Male,1860,4,19,1
221,White,Hanging,Alabama,Male,1860,6,15,1
222,Black,Hanging,Alabama,Male,1860,7,13,1
223,Black,Hanging,Alabama,Female,1860,7,13,1
224,White,Hanging,Alabama,Male,1860,8,10,1
226,Black,Hanging,Alabama,Male,1860,10,19,8
227,Black,Hanging,Alabama,Male,1860,10,19,8
228,Black,Hanging,Alabama,Male,1860,10,19,8
229,Black,Hanging,Alabama,Male,1861,1,29,1
230,Black,Hanging,Alabama,Male,1861,2,25,1
232,Black,Hanging,Alabama,Male,1861,4,29,1
236,Black,Hanging,Alabama,Male,1861,10,23,40
237,Black,Hanging,Alabama,Male,1862,3,26,2
241,White,Hanging,Alabama,Male,1862,10,17,1
245,Black,Hanging,Alabama,Male,1863,3,24,1
262,Black,Hanging,Alabama,Male,1866,4,20,1
263,Black,Hanging,Alabama,Male,1866,6,1,1
264,Black,Hanging,Alabama,Male,1867,8,23,1
268,White,Hanging,Alabama,Male,1867,11,1,1
269,Black,Hanging,Alabama,Male,1869,3,12,10
270,Black,Hanging,Alabama,Male,1869,3,12,10
271,Black,Hanging,Alabama,Male,1874,1,15,1
272,Black,Hanging,Alabama,Male,1874,1,15,1
273,Black,Hanging,Alabama,Male,1875,8,6,1
275,Black,Hanging,Alabama,Male,1876,4,28,2
276,Black,Hanging,Alabama,Male,1876,7,28,1
277,Black,Hanging,Alabama,Male,1876,7,28,1
278,Black,Hanging,Alabama,Male,1878,3,10,1
279,Black,Hanging,Alabama,Male,1878,3,10,1
280,Black,Hanging,Alabama,Male,1878,3,10,1
281,Black,Hanging,Alabama,Male,1878,3,10,1
282,Black,Hanging,Alabama,Male,1878,3,22,1
283,Black,Hanging,Alabama,Male,1878,3,22,1
284,Black,Hanging,Alabama,Male,1878,3,22,1
285,Black,Hanging,Alabama,Male,1878,7,26,1
286,Black,Hanging,Alabama,Male,1878,8,23,1
287,Black,Hanging,Alabama,Male,1878,11,1,2
288,Black,Hanging,Alabama,Male,1879,1,17,1
289,Black,Hanging,Alabama,Male,1879,4,25,1
291,Black,Hanging,Alabama,Male,1881,6,3,1
292,Black,Hanging,Alabama,Male,1881,8,12,2
293,Black,Hanging,Alabama,Male,1881,8,26,1
294,Black,Hanging,Alabama,Male,1882,3,31,10
295,Black,Hanging,Alabama,Male,1882,3,31,10
296,Black,Hanging,Alabama,Male,1882,12,15,1
297,Black,Hanging,Alabama,Male,1883,3,9,10
298,Black,Hanging,Alabama,Male,1883,8,17,1
299,Black,Hanging,Alabama,Male,1883,9,7,1
300,Black,Hanging,Alabama,Male,1884,6,13,1
301,White,Hanging,Alabama,Male,1884,8,1,16
302,White,Hanging,Alabama,Male,1884,8,1,16
303,White,Hanging,Alabama,Male,1884,8,1,16
304,Black,Hanging,Alabama,Male,1884,8,29,2
305,Black,Hanging,Alabama,Male,1884,8,29,1
306,Black,Hanging,Alabama,Male,1884,8,29,1
307,Black,Hanging,Alabama,Male,1885,2,13,1
308,Black,Hanging,Alabama,Male,1885,3,13,1
309,Black,Hanging,Alabama,Male,1885,8,28,1
310,Black,Hanging,Alabama,Male,1885,8,28,1
311,White,Hanging,Alabama,Male,1886,6,26,1
312,Black,Hanging,Alabama,Male,1886,10,8,2
313,Black,Hanging,Alabama,Male,1887,1,14,1
314,Black,Hanging,Alabama,Male,1887,4,8,1
315,Black,Hanging,Alabama,Male,1887,4,15,10
316,Black,Hanging,Alabama,Male,1887,11,4,1
319,Black,Hanging,Alabama,Female,1888,10,12,1
320,Black,Hanging,Alabama,Male,1888,11,23,1
321,Black,Hanging,Alabama,Male,1889,1,25,1
322,Black,Hanging,Alabama,Male,1890,1,3,1
323,Black,Hanging,Alabama,Male,1890,1,24,1
324,Black,Hanging,Alabama,Male,1890,2,7,1
325,Black,Hanging,Alabama,Male,1890,2,21,10
326,White,Hanging,Alabama,Male,1890,2,21,1
327,White,Hanging,Alabama,Male,1890,2,28,1
328,Black,Hanging,Alabama,Male,1890,4,18,10
329,Black,Hanging,Alabama,Male,1890,5,9,1
330,Black,Hanging,Alabama,Male,1890,7,11,1
331,Black,Hanging,Alabama,Male,1891,1,16,1
332,Black,Hanging,Alabama,Male,1891,5,8,2
333,Black,Hanging,Alabama,Male,1891,6,26,1
334,Black,Hanging,Alabama,Male,1892,1,22,1
335,Black,Hanging,Alabama,Male,1892,3,19,1
336,Black,Hanging,Alabama,Male,1892,7,8,1
337,Black,Hanging,Alabama,Male,1892,7,24,1
338,White,Hanging,Alabama,Male,1893,1,27,10
339,Black,Hanging,Alabama,Male,1893,2,2,1
340,Black,Hanging,Alabama,Male,1893,3,3,1
341,Black,Hanging,Alabama,Male,1893,3,10,1
342,Black,Hanging,Alabama,Male,1893,5,12,1
343,Black,Hanging,Alabama,Male,1893,5,26,27
344,Black,Hanging,Alabama,Male,1893,5,26,27
345,Black,Hanging,Alabama,Male,1893,5,26,27
346,Black,Hanging,Alabama,Male,1893,7,7,1
347,Black,Hanging,Alabama,Male,1893,9,15,1
348,Black,Hanging,Alabama,Male,1893,10,9,2
349,Black,Hanging,Alabama,Male,1893,11,21,10
350,Black,Hanging,Alabama,Male,1894,1,5,1
351,Black,Hanging,Alabama,Male,1894,3,30,1
352,Black,Hanging,Alabama,Male,1894,4,20,1
353,Black,Hanging,Alabama,Male,1894,5,18,1
354,Black,Hanging,Alabama,Male,1894,5,18,1
355,Black,Hanging,Alabama,Male,1894,7,13,1
356,Black,Hanging,Alabama,Male,1894,7,13,1
357,Black,Hanging,Alabama,Male,1894,7,20,1
358,Black,Hanging,Alabama,Male,1894,7,20,1
359,Black,Hanging,Alabama,Male,1894,7,20,10
360,Black,Hanging,Alabama,Male,1894,9,20,1
361,Black,Hanging,Alabama,Male,1894,11,16,10
362,White,Hanging,Alabama,Male,1895,2,8,10
363,Black,Hanging,Alabama,Male,1895,6,7,1
364,Black,Hanging,Alabama,Male,1895,6,7,1
365,Black,Hanging,Alabama,Male,1895,6,14,1
366,Black,Hanging,Alabama,Male,1895,7,5,1
367,Black,Hanging,Alabama,Male,1895,8,2,1
368,Black,Hanging,Alabama,Male,1896,1,10,1
369,Black,Hanging,Alabama,Male,1896,5,8,1
370,Black,Hanging,Alabama,Male,1896,5,9,10
371,Black,Hanging,Alabama,Male,1896,8,21,1
372,Black,Hanging,Alabama,Male,1896,11,21,1
373,Black,Hanging,Alabama,Male,1896,11,28,11
374,Black,Hanging,Alabama,Male,1897,2,19,1
375,White,Hanging,Alabama,Male,1897,3,5,1
377,Black,Hanging,Alabama,Male,1897,7,30,1
378,Black,Hanging,Alabama,Male,1897,9,17,1
379,Black,Hanging,Alabama,Male,1897,12,10,1
380,Black,Hanging,Alabama,Male,1897,12,10,1
381,Black,Hanging,Alabama,Male,1897,12,17,2
382,Black,Hanging,Alabama,Male,1898,1,21,1
383,Black,Hanging,Alabama,Male,1898,2,25,10
384,Black,Hanging,Alabama,Male,1898,9,30,1
385,Black,Hanging,Alabama,Male,1899,1,20,1
386,Black,Hanging,Alabama,Male,1899,1,20,1
387,Black,Hanging,Alabama,Male,1899,2,3,1
388,Black,Hanging,Alabama,Male,1899,3,17,1
389,White,Hanging,Alabama,Male,1899,3,31,10
390,White,Hanging,Alabama,Male,1899,3,31,10
391,Black,Hanging,Alabama,Male,1899,3,31,10
392,Black,Hanging,Alabama,Male,1899,6,30,1
393,Black,Hanging,Alabama,Male,1899,8,4,1
394,Black,Hanging,Alabama,Male,1899,9,15,2
395,Black,Hanging,Alabama,Male,1900,2,9,1
396,Black,Hanging,Alabama,Male,1900,5,18,10
397,Black,Hanging,Alabama,Male,1900,5,18,10
398,Black,Hanging,Alabama,Male,1900,5,18,10
399,Black,Hanging,Alabama,Male,1901,5,16,10
400,Black,Hanging,Alabama,Male,1901,6,28,1
401,White,Hanging,Alabama,Male,1901,6,28,1
402,Black,Hanging,Alabama,Male,1901,9,20,2
403,Black,Hanging,Alabama,Male,1901,12,20,1
404,Black,Hanging,Alabama,Male,1901,12,20,1
405,Black,Hanging,Alabama,Male,1902,1,3,1
406,Black,Hanging,Alabama,Male,1902,3,6,1
407,Black,Hanging,Alabama,Male,1902,3,28,11
408,Black,Hanging,Alabama,Male,1902,5,22,1
409,Black,Hanging,Alabama,Male,1902,5,22,1
410,Black,Hanging,Alabama,Male,1902,8,22,1
411,Black,Hanging,Alabama,Male,1902,9,5,1
412,Black,Hanging,Alabama,Male,1902,9,13,1
413,Black,Hanging,Alabama,Male,1903,3,13,1
414,Black,Hanging,Alabama,Male,1903,3,27,15
415,Black,Hanging,Alabama,Male,1903,4,10,1
416,Black,Hanging,Alabama,Male,1903,4,24,11
417,Black,Hanging,Alabama,Male,1903,7,31,1
418,Black,Hanging,Alabama,Male,1903,7,31,1
419,Black,Hanging,Alabama,Male,1903,7,31,1
420,Black,Hanging,Alabama,Male,1903,8,7,15
421,Black,Hanging,Alabama,Male,1903,8,7,15
422,Black,Hanging,Alabama,Male,1903,8,21,1
423,Black,Hanging,Alabama,Male,1903,9,25,1
424,Black,Hanging,Alabama,Male,1903,10,22,1
425,Black,Hanging,Alabama,Male,1903,10,30,1
426,Black,Hanging,Alabama,Male,1903,10,30,1
427,Black,Hanging,Alabama,Male,1903,12,17,1
428,Black,Hanging,Alabama,Male,1903,12,31,1
429,Black,Hanging,Alabama,Male,1904,3,5,1
430,Black,Hanging,Alabama,Male,1904,3,25,1
431,Black,Hanging,Alabama,Male,1904,5,13,1
432,Black,Hanging,Alabama,Male,1904,5,13,1
433,Black,Hanging,Alabama,Male,1904,7,8,1
434,Black,Hanging,Alabama,Male,1904,9,8,1
435,Black,Hanging,Alabama,Male,1904,9,9,1
436,Black,Hanging,Alabama,Male,1904,9,9,1
437,Black,Hanging,Alabama,Male,1904,9,9,1
438,Black,Hanging,Alabama,Male,1904,10,21,1
439,White,Hanging,Alabama,Male,1904,11,25,1
440,Black,Hanging,Alabama,Male,1905,1,14,1
441,Black,Hanging,Alabama,Male,1905,3,10,1
442,Black,Hanging,Alabama,Male,1905,3,10,1
443,Black,Hanging,Alabama,Male,1905,3,24,1
444,Black,Hanging,Alabama,Male,1905,6,16,11
445,Black,Hanging,Alabama,Male,1905,6,16,11
446,Black,Hanging,Alabama,Male,1905,6,16,1
447,Black,Hanging,Alabama,Male,1905,6,23,1
448,Black,Hanging,Alabama,Male,1905,6,29,1
449,Black,Hanging,Alabama,Male,1905,10,5,10
450,Black,Hanging,Alabama,Male,1905,10,27,10
451,Black,Hanging,Alabama,Male,1905,12,29,1
452,Black,Hanging,Alabama,Male,1905,12,29,1
453,Black,Hanging,Alabama,Male,1906,3,9,10
454,Black,Hanging,Alabama,Male,1906,3,28,1
455,Black,Hanging,Alabama,Male,1906,4,6,1
456,Black,Hanging,Alabama,Male,1906,4,6,1
457,Black,Hanging,Alabama,Male,1906,6,29,10
458,Black,Hanging,Alabama,Male,1906,8,10,1
459,White,Hanging,Alabama,Male,1907,3,15,1
460,White,Hanging,Alabama,Male,1907,4,25,10
461,Black,Hanging,Alabama,Male,1907,6,21,1
462,Black,Hanging,Alabama,Male,1907,7,26,1
463,Black,Hanging,Alabama,Male,1907,11,15,2
464,Black,Hanging,Alabama,Male,1908,2,10,10
465,Black,Hanging,Alabama,Male,1908,5,1,1
466,Black,Hanging,Alabama,Male,1909,3,31,15
467,White,Hanging,Alabama,Male,1909,10,22,1
468,Black,Hanging,Alabama,Male,1909,10,22,1
469,White,Hanging,Alabama,Male,1909,12,17,1
470,Black,Hanging,Alabama,Male,1910,2,4,10
471,Black,Hanging,Alabama,Male,1910,3,25,10
472,Black,Hanging,Alabama,Male,1910,3,25,10
473,Black,Hanging,Alabama,Male,1910,6,9,1
474,Black,Hanging,Alabama,Male,1910,6,16,10
475,Black,Hanging,Alabama,Male,1910,6,21,1
476,Black,Hanging,Alabama,Male,1910,8,13,1
477,Black,Hanging,Alabama,Male,1911,6,2,1
478,Black,Hanging,Alabama,Male,1911,12,22,2
479,Black,Hanging,Alabama,Male,1912,1,12,1
480,White,Hanging,Alabama,Male,1912,2,19,1
481,Black,Hanging,Alabama,Male,1912,5,17,1
482,Black,Hanging,Alabama,Male,1912,5,31,1
483,Black,Hanging,Alabama,Male,1912,7,9,1
484,Black,Hanging,Alabama,Male,1912,8,23,1
485,Black,Hanging,Alabama,Male,1912,12,13,1
486,Black,Hanging,Alabama,Male,1913,1,3,1
487,Black,Hanging,Alabama,Male,1913,2,14,2
488,White,Hanging,Alabama,Male,1913,3,21,1
489,White,Hanging,Alabama,Male,1913,3,21,1
490,White,Hanging,Alabama,Male,1913,4,4,1
491,White,Hanging,Alabama,Male,1913,4,4,1
492,White,Hanging,Alabama,Male,1913,4,4,1
493,Black,Hanging,Alabama,Male,1913,4,4,1
494,White,Hanging,Alabama,Male,1913,4,4,1
495,Black,Hanging,Alabama,Male,1913,6,27,1
496,Black,Hanging,Alabama,Male,1914,2,6,1
497,Black,Hanging,Alabama,Male,1914,6,26,1
498,Black,Hanging,Alabama,Male,1914,6,26,1
499,Black,Hanging,Alabama,Male,1914,8,21,1
500,Black,Hanging,Alabama,Male,1914,10,30,1
501,Black,Hanging,Alabama,Male,1914,10,30,15
502,Black,Hanging,Alabama,Male,1914,10,30,15
503,Black,Hanging,Alabama,Male,1914,10,30,1
504,Black,Hanging,Alabama,Male,1915,3,12,1
505,Black,Hanging,Alabama,Male,1915,6,25,1
507,Black,Hanging,Alabama,Male,1915,6,25,1
508,Black,Hanging,Alabama,Male,1915,7,2,1
509,White,Hanging,Alabama,Male,1915,8,6,1
510,Black,Hanging,Alabama,Male,1915,8,6,1
511,Black,Hanging,Alabama,Male,1915,8,6,1
512,Black,Hanging,Alabama,Male,1915,8,6,1
513,Black,Hanging,Alabama,Male,1916,5,12,1
514,Black,Hanging,Alabama,Male,1917,8,3,1
515,Black,Hanging,Alabama,Male,1917,10,26,10
516,Black,Hanging,Alabama,Male,1918,7,19,1
517,Black,Hanging,Alabama,Male,1918,9,11,1
518,Black,Hanging,Alabama,Male,1918,11,8,1
519,White,Hanging,Alabama,Male,1919,6,27,1
520,Black,Hanging,Alabama,Male,1920,7,16,10
521,Black,Hanging,Alabama,Male,1920,7,30,1
522,Black,Hanging,Alabama,Male,1921,1,21,1
523,Black,Hanging,Alabama,Male,1921,1,21,1
524,Black,Hanging,Alabama,Male,1921,2,4,1
525,Black,Hanging,Alabama,Male,1921,8,26,1
526,Black,Hanging,Alabama,Male,1921,8,26,1
527,Black,Hanging,Alabama,Male,1921,8,26,15
528,Black,Hanging,Alabama,Male,1921,9,15,11
529,Black,Hanging,Alabama,Male,1921,12,2,1
530,Black,Hanging,Alabama,Male,1921,12,2,1
531,Black,Hanging,Alabama,Male,1922,6,16,1
532,Black,Hanging,Alabama,Male,1922,6,23,1
533,Black,Hanging,Alabama,Male,1922,7,14,1
534,Black,Hanging,Alabama,Male,1922,7,14,1
535,Black,Hanging,Alabama,Male,1922,9,1,15
536,Black,Hanging,Alabama,Male,1922,11,3,1
537,Black,Hanging,Alabama,Male,1923,6,8,2
538,Black,Hanging,Alabama,Male,1923,6,8,1
539,Black,Hanging,Alabama,Male,1924,3,7,1
540,Black,Hanging,Alabama,Male,1924,3,21,10
541,White,Hanging,Alabama,Male,1924,7,11,11
542,Black,Hanging,Alabama,Male,1924,8,8,1
543,Black,Hanging,Alabama,Male,1924,8,8,1
544,White,Hanging,Alabama,Male,1925,2,27,1
545,Black,Hanging,Alabama,Male,1925,3,6,1
546,Black,Hanging,Alabama,Male,1925,6,12,1
547,Black,Hanging,Alabama,Male,1925,7,3,11
548,Black,Hanging,Alabama,Male,1925,7,31,1
549,Black,Hanging,Alabama,Male,1925,8,21,2
550,Black,Hanging,Alabama,Male,1925,10,9,1
551,Black,Hanging,Alabama,Male,1926,1,22,2
552,Black,Hanging,Alabama,Male,1926,3,5,1
553,Black,Hanging,Alabama,Male,1926,6,25,1
554,Black,Hanging,Alabama,Male,1926,9,24,15
555,Black,Electrocution,Alabama,Male,1927,4,8,10
556,White,Electrocution,Alabama,Male,1927,4,23,1
557,White,Electrocution,Alabama,Male,1927,7,15,1
558,Black,Electrocution,Alabama,Male,1927,9,9,1
559,Black,Electrocution,Alabama,Male,1927,12,16,1
560,Black,Electrocution,Alabama,Male,1927,12,30,1
561,Black,Electrocution,Alabama,Male,1928,3,9,1
562,White,Electrocution,Alabama,Male,1928,3,9,1
563,Black,Electrocution,Alabama,Male,1928,4,6,10
564,Black,Electrocution,Alabama,Male,1928,6,15,1
565,Black,Electrocution,Alabama,Male,1928,7,20,1
566,Black,Electrocution,Alabama,Male,1929,3,15,1
567,Black,Electrocution,Alabama,Male,1929,7,26,1
568,Black,Electrocution,Alabama,Male,1929,8,23,1
569,Black,Electrocution,Alabama,Female,1930,1,24,1
570,White,Electrocution,Alabama,Male,1930,3,14,10
571,Black,Electrocution,Alabama,Male,1930,6,20,1
572,Black,Electrocution,Alabama,Male,1930,6,20,10
573,Black,Electrocution,Alabama,Male,1930,6,20,10
574,Black,Electrocution,Alabama,Male,1931,2,27,2
575,Black,Electrocution,Alabama,Male,1931,3,27,2
576,Black,Electrocution,Alabama,Male,1931,5,29,1
577,Black,Electrocution,Alabama,Male,1931,6,10,1
578,Black,Electrocution,Alabama,Male,1932,1,15,2
579,Black,Electrocution,Alabama,Male,1932,1,15,2
580,Black,Electrocution,Alabama,Male,1932,3,11,10
581,Black,Electrocution,Alabama,Male,1932,3,11,10
582,Black,Electrocution,Alabama,Male,1933,2,3,1
583,Black,Electrocution,Alabama,Male,1933,2,3,1
584,Black,Electrocution,Alabama,Male,1933,10,27,27
585,Black,Electrocution,Alabama,Male,1934,2,9,1
586,Black,Electrocution,Alabama,Male,1934,2,9,1
587,Black,Electrocution,Alabama,Male,1934,2,9,10
588,Black,Electrocution,Alabama,Male,1934,2,9,1
589,Black,Electrocution,Alabama,Male,1934,2,9,1
590,Black,Electrocution,Alabama,Male,1935,3,1,10
591,Black,Electrocution,Alabama,Male,1935,3,22,1
592,Black,Electrocution,Alabama,Male,1936,2,21,11
593,Black,Electrocution,Alabama,Male,1936,3,20,1
594,Black,Electrocution,Alabama,Male,1936,3,20,1
595,Black,Electrocution,Alabama,Male,1936,3,27,1
596,Black,Electrocution,Alabama,Male,1936,4,17,1
597,Black,Electrocution,Alabama,Male,1936,5,15,1
598,Black,Electrocution,Alabama,Male,1936,5,15,1
599,White,Electrocution,Alabama,Male,1936,6,5,1
600,Black,Electrocution,Alabama,Male,1936,6,12,1
601,Black,Electrocution,Alabama,Male,1936,6,12,1
602,White,Electrocution,Alabama,Male,1936,6,12,1
603,Black,Electrocution,Alabama,Male,1936,6,19,11
604,White,Electrocution,Alabama,Male,1936,6,19,1
605,Black,Electrocution,Alabama,Male,1936,7,3,1
606,Black,Electrocution,Alabama,Male,1936,7,10,1
607,Black,Electrocution,Alabama,Male,1936,7,31,2
608,Black,Electrocution,Alabama,Male,1936,8,7,1
609,White,Electrocution,Alabama,Male,1937,1,29,10
610,White,Electrocution,Alabama,Male,1937,2,26,10
611,Black,Electrocution,Alabama,Male,1937,6,11,2
612,White,Electrocution,Alabama,Male,1937,9,10,1
613,Black,Electrocution,Alabama,Male,1938,1,28,10
614,Black,Electrocution,Alabama,Male,1938,1,28,10
615,Black,Electrocution,Alabama,Male,1938,7,22,1
616,Black,Electrocution,Alabama,Male,1938,7,22,15
617,Black,Electrocution,Alabama,Male,1938,8,19,1
618,Black,Electrocution,Alabama,Male,1938,8,19,2
619,Black,Electrocution,Alabama,Male,1938,11,25,2
620,White,Electrocution,Alabama,Male,1938,11,25,1
621,Black,Electrocution,Alabama,Male,1938,12,30,15
622,Black,Electrocution,Alabama,Male,1939,2,17,2
623,Black,Electrocution,Alabama,Male,1939,3,17,1
624,Black,Electrocution,Alabama,Male,1939,3,17,10
627,Black,Electrocution,Alabama,Male,1939,6,9,11
628,Black,Electrocution,Alabama,Male,1939,6,9,1
629,Black,Electrocution,Alabama,Male,1939,6,9,2
630,Black,Electrocution,Alabama,Male,1939,7,7,1
631,Black,Electrocution,Alabama,Male,1939,8,18,2
632,Black,Electrocution,Alabama,Male,1940,2,16,1
633,Black,Electrocution,Alabama,Male,1940,3,15,1
634,Black,Electrocution,Alabama,Male,1940,3,29,1
636,Black,Electrocution,Alabama,Male,1940,3,29,2
637,Black,Electrocution,Alabama,Male,1940,5,3,10
638,Black,Electrocution,Alabama,Male,1940,5,24,10
640,Black,Electrocution,Alabama,Male,1940,8,9,2
641,Black,Electrocution,Alabama,Male,1941,1,17,2
642,Black,Electrocution,Alabama,Male,1941,7,11,19
643,Black,Electrocution,Alabama,Male,1941,8,8,4
645,White,Electrocution,Alabama,Male,1942,1,9,1
646,Black,Electrocution,Alabama,Male,1942,1,23,11
647,Black,Electrocution,Alabama,Male,1942,3,13,11
648,White,Electrocution,Alabama,Male,1942,3,13,1
649,Black,Electrocution,Alabama,Male,1942,5,1,10
650,Black,Electrocution,Alabama,Male,1942,5,1,1
651,Black,Electrocution,Alabama,Male,1942,6,26,2
652,Black,Electrocution,Alabama,Male,1942,6,26,1
653,White,Electrocution,Alabama,Male,1942,7,10,1
654,Black,Electrocution,Alabama,Male,1943,2,19,1
655,Black,Electrocution,Alabama,Male,1943,6,4,2
656,Black,Electrocution,Alabama,Male,1943,8,6,1
657,Black,Electrocution,Alabama,Male,1943,8,13,2
658,Black,Electrocution,Alabama,Male,1943,8,13,2
659,Black,Electrocution,Alabama,Male,1944,3,24,1
660,Black,Electrocution,Alabama,Male,1944,11,3,10
661,White,Electrocution,Alabama,Male,1945,3,16,2
662,White,Electrocution,Alabama,Male,1945,3,16,2
663,Black,Electrocution,Alabama,Male,1945,7,20,1
664,Black,Electrocution,Alabama,Male,1946,1,18,11
665,Black,Electrocution,Alabama,Male,1946,1,25,10
666,Black,Electrocution,Alabama,Male,1946,2,1,10
667,White,Electrocution,Alabama,Male,1946,3,15,1
668,White,Electrocution,Alabama,Male,1946,4,19,10
669,Black,Electrocution,Alabama,Male,1946,5,24,10
670,Black,Electrocution,Alabama,Male,1946,5,24,1
671,Black,Electrocution,Alabama,Male,1946,7,14,10
672,White,Electrocution,Alabama,Male,1946,8,16,1
673,Black,Electrocution,Alabama,Male,1946,12,13,2
674,Black,Electrocution,Alabama,Male,1947,3,14,1
675,Black,Electrocution,Alabama,Male,1947,5,23,1
676,Black,Electrocution,Alabama,Male,1948,3,19,10
677,White,Electrocution,Alabama,Male,1948,3,19,1
678,Black,Electrocution,Alabama,Male,1949,3,11,1
679,Black,Electrocution,Alabama,Male,1949,3,18,10
680,Black,Electrocution,Alabama,Male,1949,3,25,1
681,Black,Electrocution,Alabama,Male,1949,8,12,1
682,Black,Electrocution,Alabama,Male,1949,8,12,10
683,Black,Electrocution,Alabama,Male,1950,5,26,10
684,Black,Electrocution,Alabama,Male,1950,7,21,1
685,White,Electrocution,Alabama,Male,1950,7,21,10
686,Black,Electrocution,Alabama,Male,1950,7,21,10
687,Black,Electrocution,Alabama,Male,1952,5,2,1
