,Race,Execution Method,State,Sex,Year,Month,Day,Crimes Committed
734,1,5,51,1,2001,10,18,1
735,1,5,40,1,2001,10,18,1
736,2,5,48,1,2001,10,22,1
737,1,5,29,1,2001,10,24,1
738,1,5,13,1,2001,10,25,1
739,2,5,13,1,2001,11,06,1
740,1,5,35,1,2001,11,06,1
741,1,5,48,1,2001,11,14,1
742,1,5,13,1,2001,11,15,1
743,2,5,48,1,2001,11,15,1
744,1,5,37,1,2001,11,30,1
745,1,5,40,2,2001,12,04,1
746,6,5,40,1,2001,12,06,1
747,1,5,13,1,2001,12,11,1
748,2,5,48,1,2001,12,12,1
749,1,5,29,1,2002,01,09,1
750,1,5,48,1,2002,01,09,1
751,2,5,48,1,2002,01,16,1
752,1,5,13,1,2002,01,24,1
753,1,5,6,1,2002,01,29,1
754,1,5,40,1,2002,01,29,1
755,2,5,48,1,2002,01,30,1
756,1,5,48,1,2002,01,31,1
757,1,5,40,1,2002,01,31,1
758,2,5,29,1,2002,02,06,1
759,1,5,39,1,2002,02,19,1
760,1,5,48,1,2002,02,28,1
761,1,5,29,1,2002,03,06,1
762,2,5,48,1,2002,03,07,1
763,1,5,13,1,2002,03,12,1
764,1,5,51,1,2002,03,14,1
765,1,5,51,1,2002,04,02,1
766,1,5,29,1,2002,04,10,1
767,5,5,48,1,2002,04,10,1
768,2,5,48,1,2002,04,11,1
769,1,5,48,1,2002,04,18,1
770,2,5,39,1,2002,04,26,1
771,5,5,48,1,2002,04,30,1
772,1,5,45,1,2002,05,03,1
773,2,5,48,1,2002,05,09,1
774,1,2,1,2,2002,05,10,1
775,1,5,22,1,2002,05,10,1
776,1,5,48,1,2002,05,16,1
777,5,5,48,1,2002,05,22,1
778,2,5,48,1,2002,05,28,1
779,1,5,48,1,2002,05,30,1
780,2,5,51,1,2002,06,12,1
781,1,5,48,1,2002,06,13,1
782,1,5,48,1,2002,06,25,1
783,2,5,48,1,2002,06,26,1
784,1,5,28,1,2002,07,17,1
785,1,5,40,1,2002,07,23,1
786,1,5,40,1,2002,07,30,1
787,1,5,48,1,2002,08,07,1
788,2,5,48,1,2002,08,08,1
789,5,5,48,1,2002,08,14,1
790,1,5,29,1,2002,08,14,1
791,1,5,13,1,2002,08,16,1
792,1,5,48,1,2002,08,20,1
793,2,5,45,1,2002,08,23,1
794,2,5,48,1,2002,08,28,1
795,2,5,48,1,2002,09,10,1
796,1,5,45,1,2002,09,13,1
797,1,5,48,1,2002,09,17,1
798,1,5,48,1,2002,09,18,1
799,1,5,48,1,2002,09,24,1
800,1,5,39,1,2002,09,25,1
801,2,5,48,1,2002,09,25,1
802,1,5,48,1,2002,10,01,1
803,5,5,12,1,2002,10,02,1
804,1,5,12,2,2002,10,09,1
805,1,5,13,1,2002,11,13,1
806,6,5,51,1,2002,11,14,1
807,1,5,48,1,2002,11,19,1
808,1,5,29,1,2002,11,20,1
809,1,5,48,1,2002,11,20,1
810,5,5,48,1,2002,12,04,1
811,1,5,37,1,2002,12,06,1
812,2,5,12,1,2002,12,09,1
813,2,5,37,1,2002,12,10,1
814,1,5,40,1,2002,12,10,1
815,1,5,48,1,2002,12,11,1
816,1,5,28,1,2002,12,11,1
817,1,5,1,1,2002,12,12,1
818,1,5,40,1,2002,12,12,1
819,2,5,40,1,2002,12,17,1
820,1,5,48,1,2003,01,14,1
821,5,5,48,1,2003,01,15,1
822,1,5,40,1,2003,01,16,1
823,1,5,48,1,2003,01,22,1
824,2,5,48,1,2003,01,28,1
825,1,5,48,1,2003,01,29,1
826,1,5,48,1,2003,01,30,1
827,5,5,48,1,2003,02,04,1
828,1,5,29,1,2003,02,05,1
829,2,5,48,1,2003,02,06,1
830,1,5,39,1,2003,02,12,1
831,2,5,40,1,2003,02,13,1
832,2,5,48,1,2003,02,25,1
833,2,5,12,1,2003,02,26,1
834,1,5,48,1,2003,03,11,1
835,1,5,1,1,2003,03,13,1
836,2,5,Federal,1,2003,03,18,1
837,2,5,40,1,2003,03,18,1
838,2,5,48,1,2003,03,20,1
839,2,5,40,1,2003,03,25,1
840,1,5,13,1,2003,03,25,1
841,1,5,48,1,2003,03,26,1
842,1,5,40,1,2003,04,03,1
843,1,5,40,1,2003,04,08,1
844,1,2,51,1,2003,04,09,1
845,2,5,40,1,2003,04,17,1
846,5,5,48,1,2003,04,22,1
847,1,5,1,1,2003,04,24,1
848,1,5,39,1,2003,04,29,1
849,1,5,18,1,2003,05,02,1
850,1,5,48,1,2003,05,06,1
851,1,5,13,1,2003,05,06,1
852,1,5,48,1,2003,05,15,1
853,1,5,12,1,2003,05,16,1
854,1,5,40,1,2003,05,27,1
855,2,5,40,1,2003,06,05,1
856,2,5,48,1,2003,06,11,1
857,1,5,18,1,2003,06,13,1
858,2,5,39,1,2003,06,18,1
859,1,5,40,1,2003,07,01,1
860,1,5,48,1,2003,07,02,1
861,1,5,40,1,2003,07,08,1
862,2,5,48,1,2003,07,09,1
863,2,5,5,1,2003,07,09,1
864,2,5,40,1,2003,07,22,1
865,1,5,51,1,2003,07,22,1
866,2,5,48,1,2003,07,23,1
867,1,5,40,1,2003,07,24,1
868,1,5,48,1,2003,07,24,1
869,1,5,40,1,2003,07,29,1
870,1,5,1,1,2003,08,07,1
872,1,5,12,1,2003,09,03,1
873,1,5,48,1,2003,09,10,1
874,3,5,37,1,2003,09,12,1
875,1,5,37,1,2003,09,26,1
876,1,5,37,1,2003,10,03,1
878,1,5,13,1,2003,11,04,1
879,1,5,37,1,2003,11,07,1
880,2,5,37,1,2003,11,14,1
881,1,5,48,1,2003,11,20,1
882,1,5,48,1,2003,12,03,1
883,1,5,48,1,2003,12,04,1
884,2,5,37,1,2003,12,05,1
885,2,5,48,1,2004,01,06,1
886,2,5,5,1,2004,01,06,1
887,1,5,37,1,2004,01,09,1
888,2,5,40,1,2004,01,13,1
889,2,5,39,1,2004,01,14,1
890,2,5,48,1,2004,01,14,1
891,1,5,48,1,2004,01,21,1
892,1,5,48,1,2004,01,28,1
893,1,5,39,1,2004,02,03,1
894,2,5,12,1,2004,02,04,1
895,2,5,48,1,2004,02,11,1
896,2,5,48,1,2004,02,12,1
897,1,5,40,1,2004,02,17,1
898,1,5,48,1,2004,02,17,1
899,2,5,48,1,2004,03,03,1
901,1,5,51,1,2004,03,18,1
902,1,5,45,1,2004,03,19,1
903,4,5,40,1,2004,03,23,1
904,1,5,32,1,2004,03,26,1
905,1,5,39,1,2004,03,30,1
906,1,5,51,1,2004,03,31,1
907,1,5,45,1,2004,04,16,1
908,1,5,45,1,2004,04,23,1
909,2,5,48,1,2004,05,18,1
910,1,5,12,1,2004,05,26,1
911,1,2,45,1,2004,05,28,1
912,1,5,39,1,2004,06,08,1
913,1,5,40,1,2004,06,08,1
914,1,5,24,1,2004,06,17,1
915,1,5,48,1,2004,06,30,1
916,1,5,13,1,2004,07,01,1
917,1,5,39,1,2004,07,14,1
918,1,5,13,1,2004,07,19,1
919,1,5,39,1,2004,07,20,1
920,1,5,51,1,2004,07,22,1
921,1,5,1,1,2004,08,05,1
922,1,5,32,1,2004,08,12,1
923,1,5,51,1,2004,08,18,1
924,1,5,48,1,2004,08,25,1
925,1,5,40,1,2004,08,26,1
926,2,5,48,1,2004,08,26,1
927,2,5,51,1,2004,09,09,1
928,5,5,48,1,2004,09,21,1
929,1,5,1,1,2004,09,30,1
930,2,5,48,1,2004,10,05,1
931,5,5,48,1,2004,10,06,1
932,2,5,37,1,2004,10,08,1
933,1,5,48,1,2004,10,12,1
934,2,5,39,1,2004,10,13,1
935,1,5,48,1,2004,10,20,1
936,1,5,37,1,2004,10,22,1
937,2,5,48,1,2004,10,26,1
938,2,5,48,1,2004,11,02,1
939,1,5,48,1,2004,11,04,1
940,2,5,48,1,2004,11,09,1
941,2,5,48,1,2004,11,10,1
942,1,5,37,1,2004,11,12,1
943,5,5,48,1,2004,11,17,1
944,1,5,48,1,2005,01,04,1
945,1,5,6,1,2005,01,19,1
946,1,5,48,1,2005,01,25,1
947,1,5,13,1,2005,01,25,1
948,1,5,48,1,2005,02,17,1
949,1,5,13,1,2005,03,01,1
950,2,5,39,1,2005,03,08,1
951,1,5,48,1,2005,03,08,1
952,1,5,18,1,2005,03,10,1
953,1,5,37,1,2005,03,11,1
954,1,5,40,1,2005,03,15,1
955,2,5,29,1,2005,03,16,1
956,1,5,12,1,2005,04,05,1
957,1,5,45,1,2005,04,15,1
958,1,5,48,1,2005,04,20,1
959,1,5,18,1,2005,04,21,1
960,2,5,29,1,2005,04,27,1
961,1,5,1,1,2005,04,28,1
962,1,5,48,1,2005,05,03,1
963,2,5,37,1,2005,05,06,1
964,2,5,40,1,2005,05,12,1
965,1,5,9,1,2005,05,13,1
966,2,5,29,1,2005,05,18,1
967,2,5,48,1,2005,05,18,1
968,1,5,48,1,2005,05,19,1
969,1,5,18,1,2005,05,25,1
970,1,5,1,1,2005,06,02,1
971,5,5,48,1,2005,06,07,1
972,1,5,13,1,2005,07,12,1
973,2,5,40,1,2005,07,19,1
974,1,5,18,1,2005,07,27,1
975,5,5,48,1,2005,07,28,1
976,1,5,1,1,2005,08,04,1
977,2,5,48,1,2005,08,10,1
978,2,5,40,1,2005,08,11,1
979,1,5,48,1,2005,08,23,1
980,1,5,29,1,2005,08,31,1
981,2,5,48,2,2005,09,14,1
982,1,5,1,1,2005,09,22,1
983,1,5,39,1,2005,09,27,1
984,1,5,18,1,2005,09,28,1
985,2,5,48,1,2005,10,06,1
986,5,5,48,1,2005,10,20,1
987,2,5,39,1,2005,10,25,1
988,2,5,29,1,2005,10,26,1
989,1,5,48,1,2005,11,03,1
990,1,5,10,1,2005,11,04,1
991,2,5,45,1,2005,11,04,1
992,1,5,48,1,2005,11,09,1
993,1,5,37,1,2005,11,11,1
994,1,5,48,1,2005,11,15,1
995,2,5,48,1,2005,11,16,1
996,6,5,37,1,2005,11,18,1
997,1,5,5,1,2005,11,28,1
998,2,5,39,1,2005,11,29,1
999,1,5,37,1,2005,12,02,1
1000,1,5,45,1,2005,12,02,1
1001,2,5,24,1,2005,12,05,1
1002,2,5,6,1,2005,12,13,1
1003,1,5,28,1,2005,12,14,1
1004,3,5,6,1,2006,01,17,1
1005,2,5,37,1,2006,01,20,1
1006,2,5,48,1,2006,01,25,1
1007,1,5,18,1,2006,01,27,1
1008,5,5,48,1,2006,01,31,1
1009,1,5,39,1,2006,02,07,1
1010,1,5,48,1,2006,02,08,1
1011,2,5,48,1,2006,02,15,1
1012,2,5,48,1,2006,03,15,1
1013,1,5,37,1,2006,03,17,1
1014,5,5,48,1,2006,03,22,1
1015,2,5,48,1,2006,03,29,1
1016,1,5,40,1,2006,04,18,1
1017,2,5,37,1,2006,04,21,1
1018,2,5,32,1,2006,04,26,1
1019,2,5,51,1,2006,04,27,1
1020,2,5,39,1,2006,05,02,1
1021,5,5,48,1,2006,05,04,1
1022,2,5,48,1,2006,05,17,1
1023,5,5,48,1,2006,05,24,1
1024,1,5,40,1,2006,06,01,1
1025,1,5,48,1,2006,06,06,1
1026,2,5,48,1,2006,06,20,1
1027,5,5,48,1,2006,06,27,1
1028,1,5,47,1,2006,06,28,1
1029,2,5,48,1,2006,07,11,1
1030,1,5,39,1,2006,07,12,1
1031,1,5,45,1,2006,07,14,1
1032,2,5,48,1,2006,07,19,1
1033,1,5,48,1,2006,07,20,1
1034,1,2,51,1,2006,07,20,1
1035,1,5,51,1,2006,07,27,1
1036,2,5,48,1,2006,08,03,1
1037,1,5,39,1,2006,08,08,1
1039,5,5,48,1,2006,08,17,1
1040,1,5,37,1,2006,08,18,1
1041,2,5,48,1,2006,08,24,1
1042,2,5,40,1,2006,08,29,1
1043,1,5,40,1,2006,08,31,1
1044,2,5,48,1,2006,08,31,1
1045,2,5,48,1,2006,09,12,1
1046,2,5,12,1,2006,09,20,1
1047,1,5,12,1,2006,10,18,1
1048,1,5,28,1,2006,10,18,1
1049,1,5,39,1,2006,10,24,1
1050,1,5,12,1,2006,10,25,1
1051,1,5,48,1,2006,10,25,1
1052,1,5,1,1,2006,10,26,1
1053,2,5,48,1,2006,11,01,1
1054,2,5,48,1,2006,11,08,1
1055,1,5,51,1,2006,11,09,1
1056,5,5,12,1,2006,12,13,1
1057,2,5,40,1,2007,01,09,1
1058,5,5,48,1,2007,01,10,1
1059,1,5,48,1,2007,01,17,1
1060,1,5,48,1,2007,01,30,1
1061,2,5,48,1,2007,02,07,1
1062,1,5,48,1,2007,02,22,1
1064,5,5,48,1,2007,03,06,1
1065,2,5,48,1,2007,03,07,1
1066,2,5,48,1,2007,03,20,1
1067,5,5,48,1,2007,03,28,1
1068,1,5,48,1,2007,03,29,1
1070,1,5,39,1,2007,04,24,1
1071,1,5,48,1,2007,04,26,1
1072,2,5,1,1,2007,05,03,1
1073,1,5,18,1,2007,05,04,1
1074,1,5,47,1,2007,05,09,1
1075,1,5,48,1,2007,05,16,1
1076,1,5,4,1,2007,05,22,1
1077,1,5,39,1,2007,05,24,1
1078,1,5,48,1,2007,06,06,1
1079,1,5,18,1,2007,06,15,1
1080,5,5,48,1,2007,06,20,1
1081,5,5,48,1,2007,06,21,1
1082,2,5,45,1,2007,06,22,1
1083,1,5,40,1,2007,06,26,1
1084,1,5,48,1,2007,06,26,1
1085,2,5,13,1,2007,06,26,1
1086,1,5,46,1,2007,07,11,1
1087,2,5,48,1,2007,07,24,1
1088,2,5,1,1,2007,07,26,1
1089,2,5,48,1,2007,08,15,1
1090,1,5,40,1,2007,08,21,1
1091,2,5,48,1,2007,08,22,1
1092,2,5,1,1,2007,08,23,1
1093,2,5,48,1,2007,08,28,1
1094,5,5,48,1,2007,08,29,1
1095,1,5,48,1,2007,09,05,1
1096,1,2,47,1,2007,09,12,1
1097,1,5,48,1,2007,09,20,1
1098,2,5,48,1,2007,09,25,1
1099,1,5,13,1,2008,05,06,1
1100,1,5,28,1,2008,05,21,1
1101,2,5,51,1,2008,05,27,1
1102,2,5,13,1,2008,06,04,1
1104,1,5,48,1,2008,06,11,1
1105,1,5,40,1,2008,06,17,1
1106,2,2,45,1,2008,06,20,1
1107,2,5,51,1,2008,06,25,1
1108,1,5,12,1,2008,07,01,1
1109,2,5,48,1,2008,07,10,1
1110,2,5,51,1,2008,07,10,1
1111,1,5,28,1,2008,07,23,1
1112,2,5,48,1,2008,07,23,1
1113,1,5,51,1,2008,07,24,1
1114,2,5,48,1,2008,07,31,1
1115,5,5,48,1,2008,08,05,1
1116,5,5,48,1,2008,08,07,1
1117,2,5,48,1,2008,08,12,1
1118,5,5,48,1,2008,08,14,1
1119,1,5,13,1,2008,09,16,1
1120,1,5,48,1,2008,09,17,1
1121,2,5,12,1,2008,09,23,1
1122,1,5,40,1,2008,09,25,1
1123,1,5,39,1,2008,10,14,1
1124,1,5,48,1,2008,10,14,1
1125,2,5,48,1,2008,10,16,1
1126,1,5,48,1,2008,10,21,1
1127,1,5,48,1,2008,10,28,1
1128,1,5,48,1,2008,10,30,1
1129,2,5,48,1,2008,11,06,1
1130,2,5,48,1,2008,11,12,1
1131,2,5,48,1,2008,11,13,1
1132,2,5,39,1,2008,11,19,1
1133,2,5,48,1,2008,11,20,1
1134,1,5,21,1,2008,11,21,1
1135,2,5,45,1,2008,12,05,1
1136,2,5,48,1,2009,01,14,1
1137,1,5,1,1,2009,01,15,1
1138,2,5,48,1,2009,01,21,1
1139,2,5,40,1,2009,01,22,1
1140,2,5,48,1,2009,01,22,1
1141,5,5,48,1,2009,01,28,1
1142,5,5,48,1,2009,01,29,1
1143,1,5,47,1,2009,02,04,1
1145,2,5,48,1,2009,02,10,1
1146,1,5,12,1,2009,02,11,1
1147,1,5,1,1,2009,02,12,1
1148,2,5,48,1,2009,02,12,1
1149,2,5,51,1,2009,02,19,1
1150,1,5,45,1,2009,02,20,1
1151,2,5,48,1,2009,03,03,1
1152,2,5,48,1,2009,03,04,1
1153,5,5,48,1,2009,03,10,1
1154,1,5,13,1,2009,03,10,1
1155,5,5,48,1,2009,03,11,1
1156,5,5,48,1,2009,04,15,1
1157,2,5,1,1,2009,04,16,1
1158,1,5,13,1,2009,04,29,1
1159,2,5,48,1,2009,04,30,1
1160,2,5,45,1,2009,05,08,1
1161,2,5,1,1,2009,05,14,1
1162,1,5,40,1,2009,05,14,1
1163,2,5,48,1,2009,05,19,1
1164,1,5,29,1,2009,05,20,1
1165,1,5,48,1,2009,06,02,1
1166,1,5,39,1,2009,06,03,1
1167,1,5,1,1,2009,06,11,1
1168,1,5,40,1,2009,07,09,1
1169,1,5,39,1,2009,07,14,1
1170,2,5,39,1,2009,07,21,1
1171,1,5,39,1,2009,08,18,1
1172,1,5,12,1,2009,08,19,1
1173,1,5,48,1,2009,09,16,1
1174,2,5,48,1,2009,09,22,1
1175,1,5,1,1,2009,10,08,1
1176,1,5,13,1,2009,10,20,1
1177,2,5,48,1,2009,10,27,1
1178,2,5,48,1,2009,11,05,1
1179,5,5,48,1,2009,11,10,1
1180,2,5,51,1,2009,11,10,1
1181,1,2,51,1,2009,11,17,1
1182,2,5,48,1,2009,11,18,1
1183,2,5,48,1,2009,11,19,1
1184,2,5,47,1,2009,12,02,1
1185,1,5,48,1,2009,12,03,1
1186,1,5,39,1,2009,12,08,1
1187,1,5,18,1,2009,12,11,1
1188,2,5,39,1,2010,01,07,1
1189,2,5,48,1,2010,01,07,1
1190,1,5,22,1,2010,01,07,1
1191,1,5,48,1,2010,01,12,1
1192,2,5,40,1,2010,01,14,1
1193,2,5,39,1,2010,02,04,1
1194,1,5,12,1,2010,02,16,1
1195,5,5,48,1,2010,03,02,1
1196,1,5,48,1,2010,03,11,1
1197,1,5,39,1,2010,03,16,1
1198,1,2,51,1,2010,03,18,1
1199,2,5,48,1,2010,03,30,1
1200,2,5,39,1,2010,04,20,1
1201,1,5,48,1,2010,04,22,1
1202,5,5,48,1,2010,04,27,1
1203,1,5,48,1,2010,05,12,1
1204,1,5,39,1,2010,05,13,1
1205,1,5,48,1,2010,05,13,1
1206,5,5,48,1,2010,05,19,1
1207,1,5,28,1,2010,05,19,1
1208,1,5,28,1,2010,05,20,1
1209,2,5,51,1,2010,05,20,1
1210,5,5,48,1,2010,05,25,1
1211,1,5,1,1,2010,05,27,1
1212,2,5,48,1,2010,06,02,1
1213,1,5,13,1,2010,06,09,1
1214,1,5,1,1,2010,06,10,1
1215,1,5,48,1,2010,06,15,1
1216,1,4,49,1,2010,06,18,1
1217,1,5,48,1,2010,07,01,1
1218,2,5,39,1,2010,07,13,1
1219,2,5,48,1,2010,07,20,1
1220,1,5,28,1,2010,07,21,1
1221,2,5,39,1,2010,08,10,1
1222,1,5,1,1,2010,08,12,1
1223,5,5,48,1,2010,08,17,1
1224,2,5,1,1,2010,09,09,1
1225,1,5,53,1,2010,09,10,1
1226,1,5,51,2,2010,09,23,1
1227,1,5,13,1,2010,09,27,1
1228,1,5,39,1,2010,10,06,1
1229,1,5,40,1,2010,10,14,1
1230,2,5,48,1,2010,10,21,1
1231,3,5,4,1,2010,10,26,1
1232,1,5,1,1,2010,11,04,1
1233,1,5,40,1,2010,12,16,1
1234,2,5,40,1,2011,01,06,1
1235,1,5,40,1,2011,01,11,1
1236,2,5,1,1,2011,01,13,1
1237,2,5,13,1,2011,01,25,1
1238,1,5,29,1,2011,02,09,1
1239,1,5,48,1,2011,02,15,1
1240,1,5,39,1,2011,02,17,1
1241,2,5,48,1,2011,02,22,1
1242,2,5,39,1,2011,03,10,1
1243,2,5,4,1,2011,03,29,1
1244,1,5,1,1,2011,03,31,1
1245,2,5,39,1,2011,04,12,1
1246,1,5,48,1,2011,05,03,1
1247,1,5,45,1,2011,05,06,1
1248,1,5,28,1,2011,05,10,1
1249,1,5,39,1,2011,05,17,1
1250,2,5,28,1,2011,05,17,1
1251,1,5,1,1,2011,05,19,1
1252,1,5,4,1,2011,05,25,1
1253,2,5,48,1,2011,06,01,1
1254,1,5,48,1,2011,06,16,1
1255,2,5,1,1,2011,06,16,1
1256,2,5,48,1,2011,06,21,1
1257,1,5,13,1,2011,06,23,1
1258,1,5,4,1,2011,06,30,1
1259,5,5,48,1,2011,07,07,1
1260,1,5,4,1,2011,07,19,1
1261,1,5,48,1,2011,07,20,1
1262,1,5,13,1,2011,07,21,1
1263,1,5,10,1,2011,07,29,1
1264,5,5,48,1,2011,08,10,1
1265,2,5,51,1,2011,08,18,1
1266,1,5,48,1,2011,09,13,1
1267,1,5,48,1,2011,09,21,1
1268,2,5,13,1,2011,09,21,1
1269,2,5,1,1,2011,09,22,1
1270,5,5,12,1,2011,09,28,1
1271,1,5,1,1,2011,10,20,1
1272,5,5,48,1,2011,10,27,1
1273,2,5,39,1,2011,11,15,1
1274,1,5,12,1,2011,11,15,1
1275,5,5,48,1,2011,11,16,1
1276,1,5,16,1,2011,11,18,1
1277,1,5,40,1,2012,01,05,1
1278,5,5,48,1,2012,01,26,1
1279,1,5,28,1,2012,02,08,1
1280,1,5,12,1,2012,02,15,1
1281,1,5,4,1,2012,02,29,1
1282,5,5,48,1,2012,02,29,1
1283,1,5,48,1,2012,03,07,1
1284,1,5,4,1,2012,03,08,1
1285,1,5,40,1,2012,03,15,1
1286,1,5,28,1,2012,03,20,1
1287,2,5,28,1,2012,03,22,1
1288,5,5,48,1,2012,03,28,1
1289,1,5,12,1,2012,04,12,1
1290,1,5,39,1,2012,04,18,1
1291,2,5,10,1,2012,04,20,1
1292,1,5,4,1,2012,04,25,1
1293,2,5,48,1,2012,04,26,1
1294,1,5,40,1,2012,05,01,1
1295,2,5,28,1,2012,06,05,1
1296,1,5,16,1,2012,06,12,1
1297,1,5,28,1,2012,06,12,1
1298,1,5,28,1,2012,06,20,1
1299,5,5,4,1,2012,06,27,1
1300,2,5,48,1,2012,07,18,1
1301,2,5,48,1,2012,08,07,1
1302,1,5,4,1,2012,08,08,1
1303,1,5,40,1,2012,08,14,1
1304,1,5,39,1,2012,09,20,1
1306,1,5,48,1,2012,09,25,1
1307,2,5,48,1,2012,10,10,1
1308,1,5,46,1,2012,10,15,1
1309,1,5,48,1,2012,10,24,1
1310,1,5,46,1,2012,10,30,1
1311,1,5,48,1,2012,10,31,1
1312,2,5,40,1,2012,11,06,1
1313,2,5,48,1,2012,11,08,1
1314,1,5,39,1,2012,11,13,1
1316,2,5,48,1,2012,11,15,1
1317,5,5,40,1,2012,12,04,1
1318,1,5,4,1,2012,12,05,1
1319,5,5,12,1,2012,12,11,1
1320,1,2,51,1,2013,01,16,1
1321,2,5,48,1,2013,02,21,1
1322,1,5,13,1,2013,02,21,1
1323,1,5,39,1,2013,03,06,1
1324,1,5,40,1,2013,03,12,1
1325,2,5,48,1,2013,04,09,1
1326,1,5,12,1,2013,04,10,1
1327,2,5,48,1,2013,04,16,1
1328,1,5,48,1,2013,04,25,1
1329,1,5,39,1,2013,05,01,1
1330,2,5,48,1,2013,05,07,1
1332,1,5,12,1,2013,05,29,1
1333,2,5,48,1,2013,06,12,1
1334,1,5,12,1,2013,06,12,1
1335,1,5,40,1,2013,06,18,1
1336,2,5,40,1,2013,06,25,1
1337,2,5,48,2,2013,06,26,1
1338,5,5,48,1,2013,07,16,1
1339,2,5,48,1,2013,07,18,1
1340,1,5,1,1,2013,07,25,1
1341,1,5,48,1,2013,07,31,1
1342,2,5,12,1,2013,08,05,1
1343,2,5,40,1,2013,09,10,1
1344,5,5,48,1,2013,09,19,1
1345,1,5,39,1,2013,09,25,1
1346,5,5,48,1,2013,09,26,1
1347,1,5,12,1,2013,10,01,1
1348,1,5,4,1,2013,10,09,1
1349,1,5,48,1,2013,10,09,1
1350,1,5,12,1,2013,10,15,1
1351,1,5,4,1,2013,10,23,1
1352,2,5,12,1,2013,11,12,1
1353,1,5,48,1,2013,11,12,1
1354,1,5,29,1,2013,11,20,1
1355,1,5,48,1,2013,12,03,1
1356,2,5,40,1,2013,12,10,1
1357,1,5,29,1,2013,12,11,1
1358,1,5,40,1,2013,12,17,1
1359,2,5,12,1,2014,01,07,1
1360,2,5,40,1,2014,01,09,1
1361,1,5,39,1,2014,01,16,1
1362,5,5,48,1,2014,01,22,1
1363,1,5,40,1,2014,01,23,1
1364,2,5,29,1,2014,01,29,1
1365,1,5,48,2,2014,02,05,1
1367,2,5,29,1,2014,02,26,1
1368,2,5,12,1,2014,02,26,1
1369,2,5,48,1,2014,03,19,1
1371,1,5,29,1,2014,03,26,1
1372,2,5,48,1,2014,03,27,1
1373,1,5,48,1,2014,04,03,1
1374,5,5,48,1,2014,04,09,1
1375,5,5,48,1,2014,04,16,1
1376,1,5,29,1,2014,04,23,1
1377,1,5,12,1,2014,04,23,1
1378,2,5,40,1,2014,04,29,1
1379,2,5,13,1,2014,06,17,1
1380,2,5,29,1,2014,06,18,1
1381,2,5,12,1,2014,06,18,1
1382,1,5,12,1,2014,07,10,1
1383,1,5,29,1,2014,07,16,1
1384,1,5,4,1,2014,07,23,1
1385,1,5,29,1,2014,08,06,1
1386,2,5,29,1,2014,09,10,1
1387,2,5,48,1,2014,09,10,1
1388,2,5,48,2,2014,09,17,1
1389,5,5,48,1,2014,10,28,1
1390,2,5,12,1,2014,11,13,1
1391,2,5,29,1,2014,11,19,1
1392,2,5,13,1,2014,12,09,1
1393,1,5,29,1,2014,12,10,1
1394,1,5,13,1,2015,01,13,1
1395,1,5,12,1,2015,01,15,1
1396,2,5,40,1,2015,01,15,1
1397,5,5,48,1,2015,01,21,1
1398,2,5,13,1,2015,01,27,1
1399,2,5,48,1,2015,01,29,1
1400,1,5,48,1,2015,02,04,1
1401,1,5,29,1,2015,02,11,1
1402,5,5,48,1,2015,03,11,1
1403,1,5,29,1,2015,03,17,1
1404,1,5,48,1,2015,04,09,1
1405,2,5,29,1,2015,04,14,1
1406,5,5,48,1,2015,04,15,1
1407,2,5,48,1,2015,05,12,1
1408,1,5,48,1,2015,06,03,1
1409,2,5,29,1,2015,06,09,1
1410,2,5,48,1,2015,06,18,1
1411,1,5,29,1,2015,07,14,1
1412,5,5,48,1,2015,08,12,1
1413,2,5,29,1,2015,09,01,1
1414,1,5,13,2,2015,09,30,1
1415,5,5,51,1,2015,10,01,1
1416,5,5,48,1,2015,10,06,1
1417,5,5,48,1,2015,10,14,1
1418,1,5,12,1,2015,10,29,1
1419,2,5,48,1,2015,11,18,1
1420,1,5,13,1,2015,11,19,1
1421,2,5,13,1,2015,12,09,1
1422,1,5,12,1,2016,01,07,1
1423,1,5,48,1,2016,01,20,1
1424,1,5,1,1,2016,01,21,1
1425,1,5,48,1,2016,01,27,1
1426,2,5,13,1,2016,02,03,1
1427,5,5,48,1,2016,02,16,1
1428,1,5,13,1,2016,02,17,1
1429,1,5,48,1,2016,03,09,1
1430,1,5,48,1,2016,03,22,1
1431,1,5,13,1,2016,03,31,1
1432,5,5,48,1,2016,04,06,1
1433,2,5,13,1,2016,04,12,1
1434,1,5,13,1,2016,04,27,1
1435,1,5,29,1,2016,05,11,1
1436,1,5,13,1,2016,07,15,1
1437,1,5,48,1,2016,10,05,1
1438,1,5,13,1,2016,10,19,1
1439,1,5,13,1,2016,11,16,1
1440,1,5,13,1,2016,12,06,1
1441,1,5,1,1,2016,12,08,1
1442,1,5,48,1,2017,01,11,1
1443,2,5,51,1,2017,01,18,1
1444,2,5,48,1,2017,01,26,1
1445,1,5,29,1,2017,01,31,1
1446,5,5,48,1,2017,03,07,1
1447,1,5,48,1,2017,03,14,1
1448,2,5,5,1,2017,04,20,1
1449,1,5,5,1,2017,04,24,1
1450,2,5,5,1,2017,04,24,1
1451,2,5,5,1,2017,04,27,1
1452,1,5,13,1,2017,05,17,1
1453,1,5,1,1,2017,05,26,1
1454,2,5,1,1,2017,06,08,1
1455,1,5,51,1,2017,07,06,1
1456,1,5,39,1,2017,07,26,1
1457,2,5,48,1,2017,07,27,1
