,Year,Race,Sex,Execution Method
1241,2011,2,1,5
1242,2011,2,1,5
1243,2011,2,1,5
1244,2011,1,1,5
1245,2011,2,1,5
1246,2011,1,1,5
1247,2011,1,1,5
1248,2011,1,1,5
1249,2011,1,1,5
1250,2011,2,1,5
1251,2011,1,1,5
1252,2011,1,1,5
1253,2011,2,1,5
1254,2011,1,1,5
1255,2011,2,1,5
1256,2011,2,1,5
1257,2011,1,1,5
1258,2011,1,1,5
1259,2011,5,1,5
1260,2011,1,1,5
1261,2011,1,1,5
1262,2011,1,1,5
1263,2011,1,1,5
1264,2011,5,1,5
1265,2011,2,1,5
1266,2011,1,1,5
1267,2011,1,1,5
1268,2011,2,1,5
1269,2011,2,1,5
1270,2011,5,1,5
1271,2011,1,1,5
1272,2011,5,1,5
1273,2011,2,1,5
1274,2011,1,1,5
1275,2011,5,1,5
1276,2011,1,1,5
1277,2012,1,1,5
1278,2012,5,1,5
1279,2012,1,1,5
1280,2012,1,1,5
1281,2012,1,1,5
1282,2012,5,1,5
1283,2012,1,1,5
1284,2012,1,1,5
1285,2012,1,1,5
1286,2012,1,1,5
1287,2012,2,1,5
1288,2012,5,1,5
1289,2012,1,1,5
1290,2012,1,1,5
1291,2012,2,1,5
1292,2012,1,1,5
1293,2012,2,1,5
1294,2012,1,1,5
1295,2012,2,1,5
1296,2012,1,1,5
1297,2012,1,1,5
1298,2012,1,1,5
1299,2012,5,1,5
1300,2012,2,1,5
1301,2012,2,1,5
1302,2012,1,1,5
1303,2012,1,1,5
1304,2012,1,1,5
1305,2012,2,1,5
1306,2012,1,1,5
1307,2012,2,1,5
1308,2012,1,1,5
1309,2012,1,1,5
1310,2012,1,1,5
1311,2012,1,1,5
1312,2012,2,1,5
1313,2012,2,1,5
1314,2012,1,1,5
1315,2012,5,1,5
1316,2012,2,1,5
1317,2012,5,1,5
1318,2012,1,1,5
1319,2012,5,1,5
1320,2013,1,1,2
1321,2013,2,1,5
1322,2013,1,1,5
1323,2013,1,1,5
1324,2013,1,1,5
1325,2013,2,1,5
1326,2013,1,1,5
1327,2013,2,1,5
1328,2013,1,1,5
1329,2013,1,1,5
1330,2013,2,1,5
1331,2013,2,1,5
1332,2013,1,1,5
1333,2013,2,1,5
1334,2013,1,1,5
1335,2013,1,1,5
1336,2013,2,1,5
1337,2013,2,2,5
1338,2013,5,1,5
1339,2013,2,1,5
1340,2013,1,1,5
1341,2013,1,1,5
1342,2013,2,1,5
1343,2013,2,1,5
1344,2013,5,1,5
1345,2013,1,1,5
1346,2013,5,1,5
1347,2013,1,1,5
1348,2013,1,1,5
1349,2013,1,1,5
1350,2013,1,1,5
1351,2013,1,1,5
1352,2013,2,1,5
1353,2013,1,1,5
1354,2013,1,1,5
1355,2013,1,1,5
1356,2013,2,1,5
1357,2013,1,1,5
1358,2013,1,1,5
1359,2014,2,1,5
1360,2014,2,1,5
1361,2014,1,1,5
1362,2014,5,1,5
1363,2014,1,1,5
1364,2014,2,1,5
1365,2014,1,2,5
1366,2014,5,1,5
1367,2014,2,1,5
1368,2014,2,1,5
1369,2014,2,1,5
1370,2014,2,1,5
1371,2014,1,1,5
1372,2014,2,1,5
1373,2014,1,1,5
1374,2014,5,1,5
1375,2014,5,1,5
1376,2014,1,1,5
1377,2014,1,1,5
1378,2014,2,1,5
1379,2014,2,1,5
1380,2014,2,1,5
1381,2014,2,1,5
1382,2014,1,1,5
1383,2014,1,1,5
1384,2014,1,1,5
1385,2014,1,1,5
1386,2014,2,1,5
1387,2014,2,1,5
1388,2014,2,2,5
1389,2014,5,1,5
1390,2014,2,1,5
1391,2014,2,1,5
1392,2014,2,1,5
1393,2014,1,1,5
1394,2015,1,1,5
1395,2015,1,1,5
1396,2015,2,1,5
1397,2015,5,1,5
1398,2015,2,1,5
1399,2015,2,1,5
1400,2015,1,1,5
1401,2015,1,1,5
1402,2015,5,1,5
1403,2015,1,1,5
1404,2015,1,1,5
1405,2015,2,1,5
1406,2015,5,1,5
1407,2015,2,1,5
1408,2015,1,1,5
1409,2015,2,1,5
1410,2015,2,1,5
1411,2015,1,1,5
1412,2015,5,1,5
1413,2015,2,1,5
1414,2015,1,2,5
1415,2015,5,1,5
1416,2015,5,1,5
1417,2015,5,1,5
1418,2015,1,1,5
1419,2015,2,1,5
1420,2015,1,1,5
1421,2015,2,1,5
1422,2016,1,1,5
1423,2016,1,1,5
1424,2016,1,1,5
1425,2016,1,1,5
1426,2016,2,1,5
1427,2016,5,1,5
1428,2016,1,1,5
1429,2016,1,1,5
1430,2016,1,1,5
1431,2016,1,1,5
1432,2016,5,1,5
1433,2016,2,1,5
1434,2016,1,1,5
1435,2016,1,1,5
1436,2016,1,1,5
1437,2016,1,1,5
1438,2016,1,1,5
1439,2016,1,1,5
1440,2016,1,1,5
1441,2016,1,1,5
1442,2017,1,1,5
1443,2017,2,1,5
1444,2017,2,1,5
1445,2017,1,1,5
1446,2017,5,1,5
1447,2017,1,1,5
1448,2017,2,1,5
1449,2017,1,1,5
1450,2017,2,1,5
1451,2017,2,1,5
1452,2017,1,1,5
1453,2017,1,1,5
1454,2017,2,1,5
1455,2017,1,1,5
1456,2017,1,1,5
1457,2017,2,1,5
1458,2017,1,1,5
1459,2017,1,1,5
1460,2017,1,1,5
1461,2017,1,1,5
1462,2017,2,1,5
1463,2017,1,1,5
1464,2017,5,1,5
1465,2018,1,1,5
1466,2018,2,1,5
1467,2018,1,1,5
1468,2018,1,1,5
1469,2018,1,1,5
1470,2018,2,1,5
1471,2018,5,1,5
1472,2018,1,1,5
1473,2018,2,1,5
1474,2018,2,1,5
1475,2018,5,1,5
1476,2018,1,1,5
1477,2018,2,1,5
1478,2018,1,1,5
1479,2018,1,1,5
1480,2018,1,1,5
1481,2018,1,1,5
1482,2018,1,1,5
1483,2018,1,1,5
1484,2018,1,1,2
1485,2018,5,1,5
1486,2018,5,1,5
1487,2018,1,1,2
1488,2018,2,1,5
1489,2018,5,1,5
1490,2019,2,1,5
1491,2019,2,1,5
1492,2019,1,1,5
1493,2019,1,1,5
1494,2019,2,1,5
1495,2019,1,1,5
1496,2019,1,1,5
1497,2019,1,1,5
1498,2019,1,1,5
1499,2019,2,1,5
1500,2019,1,1,2
1501,2019,1,1,5
1502,2019,1,1,5
1503,2019,1,1,5
1504,2019,5,1,5
1505,2019,2,1,5
